#: table_doi: 10.17182/hepdata.74447.v1/t103
#: name: Table 103
#: description: kaon v4 as a function of pT for centrality: 30-40%.

#: data_file: Table103.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,30-40%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.437577,-0.00241909,0.00270583,-0.00270583,-0.00780383,0.00780383
0.606705,0.000288444,0.0013537,-0.0013537,-0.00780776,0.00780776
0.799601,0.00776925,0.00124451,-0.00124451,-0.00782322,0.00782322
0.996977,0.0141791,0.00135101,-0.00135101,-0.00786524,0.00786524
1.19574,0.0268128,0.00156282,-0.00156282,-0.00792033,0.00792033
1.39484,0.0338189,0.00187293,-0.00187293,-0.00799974,0.00799974
1.59483,0.0378658,0.00226677,-0.00226677,-0.0080858,0.0080858
1.79498,0.046088,0.00276448,-0.00276448,-0.00819237,0.00819237
1.99528,0.0545392,0.00335501,-0.00335501,-0.0082823,0.0082823
2.1956,0.0614415,0.00402132,-0.00402132,-0.00841563,0.00841563
2.39585,0.0634314,0.00476308,-0.00476308,-0.00853113,0.00853113
2.59617,0.068259,0.00560277,-0.00560277,-0.008676,0.008676
2.79641,0.0762576,0.00654747,-0.00654747,-0.00881811,0.00881811
3.08229,0.0737695,0.0057789,-0.0057789,-0.00906309,0.00906309
3.48149,0.0760614,0.00785939,-0.00785939,-0.00938185,0.00938185
3.88098,0.0560214,0.0108412,-0.0108412,-0.00977353,0.00977353

