#: table_doi: 10.17182/hepdata.74447.v1/t173
#: name: Table 173
#: description: proton delta3 as a function of pT for centrality: 30-40%.

#: data_file: Table173.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,30-40%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.523065,0.000365704,0.000426254,-0.000426254,-0.000207885,0.000207885
0.702382,0.00167134,0.000288103,-0.000288103,-0.000170985,0.000170985
0.897963,0.00257221,0.000282955,-0.000282955,-0.000134086,0.000134086
1.09642,0.0033282,0.000313109,-0.000313109,-9.71863e-05,9.71863e-05
1.29563,0.00374507,0.000360799,-0.000360799,-6.02868e-05,6.02868e-05
1.49606,0.00428706,0.000424955,-0.000424955,-2.33873e-05,2.33873e-05
1.69551,0.00503637,0.000499838,-0.000499838,-1.35123e-05,1.35123e-05
1.89542,0.0050718,0.000592127,-0.000592127,-5.04118e-05,5.04118e-05
2.0953,0.00548347,0.000708864,-0.000708864,-8.73113e-05,8.73113e-05
2.29599,0.006206,0.000842278,-0.000842278,-0.000124211,0.000124211
2.49571,0.00622194,0.000998941,-0.000998941,-0.00016111,0.00016111
2.69551,0.00745049,0.00118291,-0.00118291,-0.00019801,0.00019801
2.89568,0.00407199,0.0013901,-0.0013901,-0.000234909,0.000234909
3.09536,0.0069334,0.00163829,-0.00163829,-0.000271809,0.000271809
3.29569,0.00631365,0.00193769,-0.00193769,-0.000308708,0.000308708
3.49635,0.00877156,0.00227607,-0.00227607,-0.000345608,0.000345608
3.6966,0.00265886,0.00266057,-0.00266057,-0.000382508,0.000382508
3.89389,0.00469212,0.00309321,-0.00309321,-0.000419407,0.000419407
4.17954,0.00517553,0.00272773,-0.00272773,-0.000474756,0.000474756
4.58488,0.00451486,0.0036064,-0.0036064,-0.000548555,0.000548555
4.98416,0.0143841,0.00496037,-0.00496037,-0.000622354,0.000622354
5.38658,0.0124091,0.00649074,-0.00649074,-0.000696154,0.000696154
5.73584,0.0165912,0.0101622,-0.0101622,-0.000760728,0.000760728

