#: table_doi: 10.17182/hepdata.74447.v1/t20
#: name: Table 20
#: description: proton <uQ>2 as a function of pT for centrality: 20-30%.

#: data_file: Table20.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,20-30%
'pT [(GeV/c)]','<uQ>2','stat +','stat -','sys +','sys -'
0.527802,0.53884,0.0343967,-0.0343967,-0.00791435,0.00791435
0.706814,0.708761,0.0198133,-0.0198133,-0.00795352,0.00795352
0.901975,1.02914,0.0168358,-0.0168358,-0.00798829,0.00798829
1.0999,1.64468,0.0162723,-0.0162723,-0.0079809,0.0079809
1.29851,2.4054,0.0167508,-0.0167508,-0.00798298,0.00798298
1.4976,3.2023,0.018244,-0.018244,-0.00798029,0.00798029
1.69648,3.99666,0.020577,-0.020577,-0.00797964,0.00797964
1.89606,4.7957,0.0238231,-0.0238231,-0.00795039,0.00795039
2.09579,5.45326,0.0279874,-0.0279874,-0.00794776,0.00794776
2.29567,6.13786,0.0332017,-0.0332017,-0.00792815,0.00792815
2.49548,6.56406,0.039441,-0.039441,-0.00791624,0.00791624
2.69543,7.04517,0.0474406,-0.0474406,-0.00791147,0.00791147
2.8952,7.42399,0.057269,-0.057269,-0.0079051,0.0079051
3.09529,7.63342,0.0692247,-0.0692247,-0.00788148,0.00788148
3.29536,7.89597,0.0831305,-0.0831305,-0.00787238,0.00787238
3.49543,8.04439,0.100539,-0.100539,-0.0078528,0.0078528
3.69546,7.8259,0.120116,-0.120116,-0.00785001,0.00785001
3.89565,7.92733,0.142062,-0.142062,-0.00786225,0.00786225
4.18156,7.58828,0.127471,-0.127471,-0.00785255,0.00785255
4.58456,7.11917,0.172233,-0.172233,-0.0078235,0.0078235
4.98365,6.48309,0.22095,-0.22095,-0.00783309,0.00783309
5.38598,5.53484,0.279693,-0.279693,-0.00792612,0.00792612
5.74372,5.23314,0.376573,-0.376573,-0.00787503,0.00787503

