#: table_doi: 10.17182/hepdata.74447.v1/t14
#: name: Table 14
#: description: pion <uQ>2 as a function of pT for centrality: 20-30%.

#: data_file: Table14.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,20-30%
'pT [(GeV/c)]','<uQ>2','stat +','stat -','sys +','sys -'
0.413018,1.66831,0.00281319,-0.00281319,-0.00131695,0.00131695
0.594179,2.41556,0.00272041,-0.00272041,-0.00141408,0.00141408
0.792546,3.1831,0.00359152,-0.00359152,-0.00157991,0.00157991
0.992793,3.86183,0.00486196,-0.00486196,-0.00179567,0.00179567
1.19337,4.45445,0.00645108,-0.00645108,-0.00204559,0.00204559
1.39345,4.94288,0.00841005,-0.00841005,-0.0023186,0.0023186
1.59396,5.38134,0.0107298,-0.0107298,-0.00260758,0.00260758
1.79438,5.70474,0.0135871,-0.0135871,-0.00290771,0.00290771
1.99485,5.98214,0.017013,-0.017013,-0.00321546,0.00321546
2.19484,6.16492,0.0210488,-0.0210488,-0.00352954,0.00352954
2.39517,6.31305,0.0257235,-0.0257235,-0.00384766,0.00384766
2.59549,6.43,0.031188,-0.031188,-0.00416978,0.00416978
2.7955,6.33481,0.037329,-0.037329,-0.00449428,0.00449428
2.99604,6.29113,0.0441744,-0.0441744,-0.0048209,0.0048209
3.19627,6.15218,0.0518054,-0.0518054,-0.0051493,0.0051493
3.39616,6.07936,0.0606616,-0.0606616,-0.00547939,0.00547939
3.5964,5.87424,0.0705981,-0.0705981,-0.00580998,0.00580998
3.79616,5.82189,0.082012,-0.082012,-0.00614191,0.00614191
4.0814,5.54374,0.0720978,-0.0720978,-0.00664202,0.00664202
4.48303,5.19411,0.0962533,-0.0962533,-0.00731029,0.00731029
4.88402,4.47479,0.126386,-0.126386,-0.00798054,0.00798054
5.28602,4.24668,0.159719,-0.159719,-0.00865288,0.00865288
5.68643,4.2201,0.199299,-0.199299,-0.0093251,0.0093251

