#: table_doi: 10.17182/hepdata.74447.v1/t143
#: name: Table 143
#: description: kaon delta2 as a function of pT for centrality: 10-20%.

#: data_file: Table143.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,10-20%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.432718,0.00111943,0.000102827,-0.000102827,-4.6391e-05,4.6391e-05
0.602588,0.00145509,5.90854e-05,-5.90854e-05,-5.64204e-05,5.64204e-05
0.797838,0.00206931,5.92578e-05,-5.92578e-05,-5.85831e-05,5.85831e-05
0.996625,0.00251086,6.59916e-05,-6.59916e-05,-6.07457e-05,6.07457e-05
1.19614,0.00283528,7.56741e-05,-7.56741e-05,-6.29084e-05,6.29084e-05
1.39539,0.00336712,8.79634e-05,-8.79634e-05,-6.50711e-05,6.50711e-05
1.59558,0.00338347,0.000101728,-0.000101728,-6.72338e-05,6.72338e-05
1.79546,0.00374576,0.000120605,-0.000120605,-6.93965e-05,6.93965e-05
1.99508,0.00417477,0.000144286,-0.000144286,-7.15591e-05,7.15591e-05
2.19541,0.00439946,0.000173846,-0.000173846,-7.37218e-05,7.37218e-05
2.39532,0.00476804,0.000210606,-0.000210606,-7.58845e-05,7.58845e-05
2.59488,0.00533626,0.000253354,-0.000253354,-7.80472e-05,7.80472e-05
2.79488,0.00579171,0.000309464,-0.000309464,-8.02099e-05,8.02099e-05
2.9951,0.00547654,0.000370108,-0.000370108,-8.23725e-05,8.23725e-05
3.19652,0.00567889,0.000444357,-0.000444357,-8.45352e-05,8.45352e-05
3.3945,0.00562962,0.000533485,-0.000533485,-8.66979e-05,8.66979e-05
3.59507,0.00711971,0.000649166,-0.000649166,-8.88606e-05,8.88606e-05
3.79651,0.00777811,0.000774594,-0.000774594,-9.10233e-05,9.10233e-05

