#: table_doi: 10.17182/hepdata.74447.v1/t24
#: name: Table 24
#: description: pion <uQ>3 as a function of pT for centrality: 40-50%.

#: data_file: Table24.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,40-50%
'pT [(GeV/c)]','<uQ>3','stat +','stat -','sys +','sys -'
0.412467,0.0764269,0.00160532,-0.00160532,-0.00251848,0.00251848
0.594104,0.135773,0.00158956,-0.00158956,-0.00250959,0.00250959
0.792721,0.204022,0.00210738,-0.00210738,-0.00250575,0.00250575
0.993332,0.275223,0.00281329,-0.00281329,-0.00250722,0.00250722
1.19387,0.333972,0.00364479,-0.00364479,-0.00251392,0.00251392
1.39401,0.38425,0.00463379,-0.00463379,-0.00252606,0.00252606
1.59433,0.434581,0.00577639,-0.00577639,-0.00254295,0.00254295
1.79467,0.47229,0.00719312,-0.00719312,-0.00256467,0.00256467
1.99484,0.480292,0.00889431,-0.00889431,-0.00259292,0.00259292
2.19525,0.503768,0.0108681,-0.0108681,-0.00262416,0.00262416
2.39543,0.496584,0.0131398,-0.0131398,-0.00266142,0.00266142
2.5957,0.534596,0.0157124,-0.0157124,-0.00270111,0.00270111
2.79606,0.509386,0.0186403,-0.0186403,-0.00274531,0.00274531
2.99588,0.509681,0.0216255,-0.0216255,-0.00279359,0.00279359
3.19602,0.493397,0.0253416,-0.0253416,-0.00284771,0.00284771
3.39622,0.526747,0.0296458,-0.0296458,-0.00290334,0.00290334
3.59654,0.473972,0.0346109,-0.0346109,-0.00296453,0.00296453
3.79649,0.564273,0.0406393,-0.0406393,-0.00303118,0.00303118
4.08238,0.47412,0.0354733,-0.0354733,-0.0031269,0.0031269
4.48451,0.377597,0.0464516,-0.0464516,-0.0032669,0.0032669
4.88569,0.298785,0.0590834,-0.0590834,-0.00342664,0.00342664
5.28684,0.482902,0.073707,-0.073707,-0.00357995,0.00357995
5.68962,0.338064,0.0900858,-0.0900858,-0.00374657,0.00374657

