#: table_doi: 10.17182/hepdata.74447.v1/t82
#: name: Table 82
#: description: kaon v3 as a function of pT for centrality: 30-40%.

#: data_file: Table82.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,30-40%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.437577,0.00349352,0.00149905,-0.00149905,-0.00338713,0.00338713
0.606705,0.0118087,0.000747026,-0.000747026,-0.00334667,0.00334667
0.799601,0.0255151,0.000685379,-0.000685379,-0.00333994,0.00333994
0.996977,0.0371164,0.00074264,-0.00074264,-0.00336698,0.00336698
1.19574,0.0495628,0.000860055,-0.000860055,-0.00342406,0.00342406
1.39484,0.0598867,0.00103147,-0.00103147,-0.00351131,0.00351131
1.59483,0.069843,0.00125057,-0.00125057,-0.00362713,0.00362713
1.79498,0.0798353,0.00152564,-0.00152564,-0.00376737,0.00376737
1.99528,0.0846842,0.00185016,-0.00185016,-0.0039235,0.0039235
2.1956,0.0926725,0.0022134,-0.0022134,-0.00410021,0.00410021
2.39585,0.0973246,0.00262406,-0.00262406,-0.00430125,0.00430125
2.59617,0.0968234,0.00309252,-0.00309252,-0.00450718,0.00450718
2.79641,0.102515,0.00360314,-0.00360314,-0.00472592,0.00472592
2.99651,0.104117,0.00419591,-0.00419591,-0.00496216,0.00496216
3.19654,0.096915,0.00488419,-0.00488419,-0.00520971,0.00520971
3.39654,0.0933721,0.005673,-0.005673,-0.00545167,0.00545167
3.59586,0.105099,0.00661958,-0.00661958,-0.00572218,0.00572218
3.79624,0.084905,0.00781645,-0.00781645,-0.00598677,0.00598677

