#: table_doi: 10.17182/hepdata.74447.v1/t131
#: name: Table 131
#: description: proton v5 as a function of pT for centrality: 30-40%.

#: data_file: Table131.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,30-40%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.528097,0.00101127,0.0138336,-0.0138336,-0.00530319,0.00530319
0.706549,0.000244602,0.00800764,-0.00800764,-0.00524853,0.00524853
0.901708,0.00703864,0.00685401,-0.00685401,-0.00521184,0.00521184
1.09954,-0.00516179,0.00540446,-0.00540446,-0.00528284,0.00528284
1.29821,-0.00196311,0.00486576,-0.00486576,-0.00537946,0.00537946
1.49722,0.0118006,0.00540715,-0.00540715,-0.00552101,0.00552101
1.69628,0.00523539,0.00619028,-0.00619028,-0.00578731,0.00578731
1.8959,0.0106227,0.00724031,-0.00724031,-0.00604812,0.00604812
2.09575,0.0224876,0.00858615,-0.00858615,-0.00630528,0.00630528
2.2956,0.0403117,0.0102146,-0.0102146,-0.00662737,0.00662737
2.57742,0.0473281,0.00936132,-0.00936132,-0.00719267,0.00719267
2.97725,0.0523442,0.0133924,-0.0133924,-0.00803708,0.00803708
3.37787,0.0460341,0.0192444,-0.0192444,-0.00891826,0.00891826
3.77979,-0.00683059,0.0268893,-0.0268893,-0.00992973,0.00992973
4.39487,0.0703772,0.0274599,-0.0274599,-0.0115837,0.0115837
5.3828,0.0182343,0.051366,-0.051366,-0.013774,0.013774

