#: table_doi: 10.17182/hepdata.74447.v1/t38
#: name: Table 38
#: description: proton <uQ>4 as a function of pT for centrality: 20-30%.

#: data_file: Table38.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,20-30%
'pT [(GeV/c)]','<uQ>4','stat +','stat -','sys +','sys -'
0.527802,0.0174088,0.0186548,-0.0186548,-0.0040618,0.0040618
0.706814,0.0100445,0.0107722,-0.0107722,-0.0037763,0.0037763
0.901975,0.0173655,0.00916544,-0.00916544,-0.003567,0.003567
1.0999,0.036217,0.00886252,-0.00886252,-0.00346259,0.00346259
1.29851,0.0599023,0.0091505,-0.0091505,-0.00346645,0.00346645
1.4976,0.0999686,0.00996825,-0.00996825,-0.00358016,0.00358016
1.69648,0.149099,0.0112816,-0.0112816,-0.00378329,0.00378329
1.89606,0.23547,0.0131046,-0.0131046,-0.00407309,0.00407309
2.09579,0.298627,0.0153919,-0.0153919,-0.00443914,0.00443914
2.29567,0.35211,0.0182571,-0.0182571,-0.00485484,0.00485484
2.49548,0.378089,0.0217302,-0.0217302,-0.00530737,0.00530737
2.69543,0.433161,0.0261379,-0.0261379,-0.00579131,0.00579131
2.8952,0.515069,0.0315992,-0.0315992,-0.00629277,0.00629277
3.17694,0.59734,0.0291949,-0.0291949,-0.00708626,0.00708626
3.57818,0.619822,0.0423351,-0.0423351,-0.0081969,0.0081969
3.9794,0.726182,0.0599892,-0.0599892,-0.00933697,0.00933697
4.46024,0.60821,0.0703022,-0.0703022,-0.0107937,0.0107937
5.067,0.494691,0.103933,-0.103933,-0.0125612,0.0125612
5.6322,0.346377,0.150932,-0.150932,-0.0142057,0.0142057

