#: table_doi: 10.17182/hepdata.74447.v1/t74
#: name: Table 74
#: description: pion v3 as a function of pT for centrality: 20-30%.

#: data_file: Table74.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,20-30%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.413018,0.0125995,0.000166507,-0.000166507,-0.00315257,0.00315257
0.594179,0.0235174,0.000162454,-0.000162454,-0.00314085,0.00314085
0.792546,0.0352899,0.000213842,-0.000213842,-0.00313661,0.00313661
0.992793,0.0471666,0.000287666,-0.000287666,-0.00313671,0.00313671
1.19337,0.0578578,0.000379899,-0.000379899,-0.00314222,0.00314222
1.39345,0.0690165,0.000493834,-0.000493834,-0.00315005,0.00315005
1.59396,0.0786482,0.000629165,-0.000629165,-0.00316164,0.00316164
1.79438,0.0866824,0.000795391,-0.000795391,-0.00318012,0.00318012
1.99485,0.0914592,0.00099499,-0.00099499,-0.00320565,0.00320565
2.19484,0.0972359,0.00122925,-0.00122925,-0.00322469,0.00322469
2.39517,0.103348,0.00150152,-0.00150152,-0.00325457,0.00325457
2.59549,0.103768,0.00182054,-0.00182054,-0.00328835,0.00328835
2.7955,0.105534,0.00217601,-0.00217601,-0.00332543,0.00332543
2.99604,0.107203,0.00257332,-0.00257332,-0.00335708,0.00335708
3.19627,0.106805,0.00302077,-0.00302077,-0.00340842,0.00340842
3.39616,0.103065,0.00351613,-0.00351613,-0.00344688,0.00344688
3.5964,0.0996371,0.00407843,-0.00407843,-0.00350535,0.00350535
3.79616,0.0940363,0.00474376,-0.00474376,-0.0035646,0.0035646
4.0814,0.0899229,0.00414695,-0.00414695,-0.00364235,0.00364235
4.48303,0.0902273,0.00554434,-0.00554434,-0.0037534,0.0037534
4.88402,0.0666662,0.00721669,-0.00721669,-0.00388741,0.00388741
5.28602,0.0665904,0.00916735,-0.00916735,-0.00402067,0.00402067
5.68643,0.0625276,0.011263,-0.011263,-0.00419333,0.00419333

