#: table_doi: 10.17182/hepdata.74447.v1/t158
#: name: Table 158
#: description: pion delta3 as a function of pT for centrality: 20-30%.

#: data_file: Table158.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,20-30%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.405699,0.000606471,4.55909e-05,-4.55909e-05,-7.38927e-05,7.38927e-05
0.593969,0.00113715,4.84676e-05,-4.84676e-05,-7.54853e-05,7.54853e-05
0.79382,0.00172366,6.1885e-05,-6.1885e-05,-7.70778e-05,7.70778e-05
0.993862,0.00225603,7.82972e-05,-7.82972e-05,-7.86704e-05,7.86704e-05
1.19403,0.002814,9.86261e-05,-9.86261e-05,-8.02629e-05,8.02629e-05
1.39407,0.00322148,0.000124017,-0.000124017,-8.18554e-05,8.18554e-05
1.5945,0.00375253,0.000155657,-0.000155657,-8.3448e-05,8.3448e-05
1.79459,0.00384668,0.000192827,-0.000192827,-8.50405e-05,8.50405e-05
1.9946,0.00406487,0.000238536,-0.000238536,-8.66331e-05,8.66331e-05
2.19503,0.00402296,0.000293882,-0.000293882,-8.82256e-05,8.82256e-05
2.39502,0.00414139,0.00035787,-0.00035787,-8.98182e-05,8.98182e-05
2.59533,0.00446942,0.000432561,-0.000432561,-9.14107e-05,9.14107e-05
2.79575,0.00467953,0.000515001,-0.000515001,-9.30033e-05,9.30033e-05
2.99589,0.00449833,0.000605206,-0.000605206,-9.45958e-05,9.45958e-05
3.19627,0.0039661,0.000706893,-0.000706893,-9.61884e-05,9.61884e-05
3.39666,0.00555163,0.000811191,-0.000811191,-9.77809e-05,9.77809e-05
3.59657,0.00505959,0.000930098,-0.000930098,-9.93734e-05,9.93734e-05
3.79698,0.00469883,0.00106077,-0.00106077,-0.000100966,0.000100966
4.085,0.00355195,0.000905555,-0.000905555,-0.000103355,0.000103355
4.48648,0.00257276,0.00113494,-0.00113494,-0.00010654,0.00010654
4.88692,0.00652056,0.0014143,-0.0014143,-0.000109725,0.000109725
5.28891,0.00501972,0.00174058,-0.00174058,-0.00011291,0.00011291
5.68944,0.00354342,0.00211004,-0.00211004,-0.000116095,0.000116095

