#: table_doi: 10.17182/hepdata.74447.v1/t214
#: name: Table 214
#: description: proton delta5 as a function of pT for centrality: 20-30%.

#: data_file: Table214.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,20-30%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.523065,-0.00181788,0.00130258,-0.00130258,-0.000233844,0.000233844
0.702382,0.000188963,0.000880309,-0.000880309,-0.000235757,0.000235757
0.897963,-0.000165199,0.000864653,-0.000864653,-0.000237671,0.000237671
1.09642,0.00212999,0.000956942,-0.000956942,-0.000239584,0.000239584
1.29563,0.0021558,0.00110259,-0.00110259,-0.000241497,0.000241497
1.49606,0.00268522,0.00129868,-0.00129868,-0.00024341,0.00024341
1.69551,0.00319861,0.00152752,-0.00152752,-0.000245323,0.000245323
1.89542,0.00235449,0.00180943,-0.00180943,-0.000247236,0.000247236
2.0953,0.0026199,0.00216604,-0.00216604,-0.00024915,0.00024915
2.29599,0.00166131,0.00257371,-0.00257371,-0.000251063,0.000251063
2.57792,0.0044667,0.00233219,-0.00233219,-0.000253933,0.000253933
2.97788,0.00565998,0.00323907,-0.00323907,-0.000257759,0.000257759
3.37848,0.00416305,0.0045083,-0.0045083,-0.000261585,0.000261585
3.78082,0.0145601,0.00616422,-0.00616422,-0.000265411,0.000265411
4.37668,0.0164588,0.00631079,-0.00631079,-0.000272108,0.000272108
5.3546,0.0175431,0.0135469,-0.0135469,-0.000253076,0.000253076

