#: table_doi: 10.17182/hepdata.74447.v1/t169
#: name: Table 169
#: description: proton delta3 as a function of pT for centrality: 0-5%.

#: data_file: Table169.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-5%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.523065,0.000156597,0.000182525,-0.000182525,-8.90177e-05,8.90177e-05
0.702382,0.000715678,0.000123367,-0.000123367,-7.32171e-05,7.32171e-05
0.897963,0.00110144,0.000121161,-0.000121161,-5.74165e-05,5.74165e-05
1.09642,0.00142516,0.000134073,-0.000134073,-4.16158e-05,4.16158e-05
1.29563,0.00160367,0.000154494,-0.000154494,-2.58152e-05,2.58152e-05
1.49606,0.00183575,0.000181965,-0.000181965,-1.00146e-05,1.00146e-05
1.69551,0.00215661,0.00021403,-0.00021403,-5.78604e-06,5.78604e-06
1.89542,0.00217178,0.000253549,-0.000253549,-2.15867e-05,2.15867e-05
2.0953,0.00234806,0.000303537,-0.000303537,-3.73873e-05,3.73873e-05
2.29599,0.00265745,0.000360666,-0.000360666,-5.31879e-05,5.31879e-05
2.49571,0.00266427,0.00042775,-0.00042775,-6.89885e-05,6.89885e-05
2.69551,0.00319036,0.000506525,-0.000506525,-8.47892e-05,8.47892e-05
2.89568,0.00174365,0.000595247,-0.000595247,-0.00010059,0.00010059
3.09536,0.00296893,0.000701524,-0.000701524,-0.00011639,0.00011639
3.29569,0.00270355,0.000829729,-0.000829729,-0.000132191,0.000132191
3.49635,0.00375604,0.000974624,-0.000974624,-0.000147992,0.000147992
3.6966,0.00113854,0.00113927,-0.00113927,-0.000163792,0.000163792
3.89389,0.0020092,0.00132453,-0.00132453,-0.000179593,0.000179593
4.17954,0.00221621,0.00116803,-0.00116803,-0.000203294,0.000203294
4.58488,0.0019333,0.00154428,-0.00154428,-0.000234895,0.000234895
4.98416,0.00615935,0.00212406,-0.00212406,-0.000266496,0.000266496
5.38658,0.00531367,0.00277938,-0.00277938,-0.000298098,0.000298098
5.73584,0.00710448,0.00435151,-0.00435151,-0.000325749,0.000325749

