#: table_doi: 10.17182/hepdata.74447.v1/t36
#: name: Table 36
#: description: kaon <uQ>4 as a function of pT for centrality: 40-50%.

#: data_file: Table36.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','<uQ>4','stat +','stat -','sys +','sys -'
0.437443,0.00231327,0.00949322,-0.00949322,-0.00502538,0.00502538
0.606341,0.00962302,0.00472976,-0.00472976,-0.00504792,0.00504792
0.799318,0.0315271,0.00433807,-0.00433807,-0.0050942,0.0050942
0.996749,0.0504797,0.0047253,-0.0047253,-0.00517183,0.00517183
1.19575,0.0712858,0.00550172,-0.00550172,-0.00526453,0.00526453
1.39501,0.106287,0.00663804,-0.00663804,-0.00536041,0.00536041
1.59501,0.117398,0.00806143,-0.00806143,-0.00549936,0.00549936
1.79506,0.136264,0.00984725,-0.00984725,-0.00563915,0.00563915
1.99555,0.152046,0.0118688,-0.0118688,-0.00580729,0.00580729
2.19606,0.180164,0.0141081,-0.0141081,-0.00596264,0.00596264
2.39623,0.218414,0.0165777,-0.0165777,-0.00614646,0.00614646
2.59639,0.21028,0.0189976,-0.0189976,-0.00634326,0.00634326
2.79635,0.179344,0.0219716,-0.0219716,-0.00654847,0.00654847
3.0816,0.223268,0.0191036,-0.0191036,-0.00685853,0.00685853
3.4797,0.166494,0.0259844,-0.0259844,-0.00731655,0.00731655
3.8814,0.255453,0.0354257,-0.0354257,-0.00777511,0.00777511

