#: table_doi: 10.17182/hepdata.74447.v1/t45
#: name: Table 45
#: description: kaon <uQ>5 as a function of pT for centrality: 40-50%.

#: data_file: Table45.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','<uQ>5','stat +','stat -','sys +','sys -'
0.437443,-0.0150308,0.00919331,-0.00919331,-0.00440928,0.00440928
0.606341,-0.00275719,0.0045744,-0.0045744,-0.00436284,0.00436284
0.799318,0.000354724,0.0041928,-0.0041928,-0.00434665,0.00434665
0.996749,0.00456392,0.00455931,-0.00455931,-0.00434906,0.00434906
1.19575,0.0168081,0.00531726,-0.00531726,-0.00436628,0.00436628
1.39501,0.0288131,0.00643365,-0.00643365,-0.00440204,0.00440204
1.59501,0.0406386,0.00784486,-0.00784486,-0.00446702,0.00446702
1.79506,0.0341788,0.00950188,-0.00950188,-0.0045526,0.0045526
1.99555,0.0355951,0.0114605,-0.0114605,-0.0046747,0.0046747
2.19606,0.0454324,0.0136543,-0.0136543,-0.00479489,0.00479489
2.48205,0.058681,0.0121197,-0.0121197,-0.00498504,0.00498504
2.88248,0.0507119,0.0159716,-0.0159716,-0.00531681,0.00531681
3.28051,0.0855191,0.021494,-0.021494,-0.00566915,0.00566915
3.68031,0.0808,0.0295977,-0.0295977,-0.00607973,0.00607973

