#: table_doi: 10.17182/hepdata.74447.v1/t113
#: name: Table 113
#: description: pion v5 as a function of pT for centrality: 0-5%.

#: data_file: Table113.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-5%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.413256,-0.00513762,0.000322918,-0.000322918,-0.00376339,0.00376339
0.594141,-0.00620446,0.000313557,-0.000313557,-0.0038432,0.0038432
0.79239,0.00108169,0.000393011,-0.000393011,-0.00401892,0.00401892
0.992183,0.00807096,0.00052437,-0.00052437,-0.00429021,0.00429021
1.19288,0.0130977,0.000701063,-0.000701063,-0.00464261,0.00464261
1.39298,0.0183226,0.000923729,-0.000923729,-0.00505635,0.00505635
1.59342,0.022963,0.00119646,-0.00119646,-0.00551872,0.00551872
1.79389,0.0253027,0.00153342,-0.00153342,-0.00601636,0.00601636
1.99437,0.0303095,0.00194467,-0.00194467,-0.00654273,0.00654273
2.19441,0.0364213,0.00243854,-0.00243854,-0.00709122,0.00709122
2.47424,0.0365329,0.00234738,-0.00234738,-0.00794639,0.00794639
2.87728,0.0385406,0.00346166,-0.00346166,-0.00912503,0.00912503
3.27901,0.0446208,0.0049117,-0.0049117,-0.0103356,0.0103356
3.68034,0.0381846,0.00677764,-0.00677764,-0.0115734,0.0115734
4.28616,0.0266192,0.00691422,-0.00691422,-0.0137683,0.0137683
5.3046,0.0382652,0.0132767,-0.0132767,-0.0169528,0.0169528

