#: table_doi: 10.17182/hepdata.74447.v1/t128
#: name: Table 128
#: description: proton v5 as a function of pT for centrality: 5-10%.

#: data_file: Table128.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,5-10%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.527048,-0.000456588,0.00561198,-0.00561198,-0.00148945,0.00148945
0.706733,-0.00213168,0.00322118,-0.00322118,-0.00116681,0.00116681
0.902186,0.000335767,0.00272014,-0.00272014,-0.00107297,0.00107297
1.1001,-0.00385799,0.00213285,-0.00213285,-0.00125815,0.00125815
1.29877,0.00339341,0.00191999,-0.00191999,-0.00162965,0.00162965
1.49813,-0.000199113,0.00210565,-0.00210565,-0.00209374,0.00209374
1.6968,0.00455485,0.00237676,-0.00237676,-0.0025998,0.0025998
1.89625,0.0126498,0.00274901,-0.00274901,-0.00312731,0.00312731
2.09593,0.0116162,0.00322296,-0.00322296,-0.00366773,0.00366773
2.29574,0.019337,0.00381373,-0.00381373,-0.00421595,0.00421595
2.57708,0.0265614,0.00349031,-0.00349031,-0.0050465,0.0050465
2.97578,0.0323363,0.00504772,-0.00504772,-0.00616362,0.00616362
3.37592,0.0429497,0.00736179,-0.00736179,-0.00728679,0.00728679
3.77703,0.068594,0.0106346,-0.0106346,-0.0084136,0.0084136
4.37409,0.0542821,0.0115915,-0.0115915,-0.010393,0.010393
5.37475,0.0672032,0.0237258,-0.0237258,-0.0132042,0.0132042

