#: table_doi: 10.17182/hepdata.74447.v1/t145
#: name: Table 145
#: description: kaon delta2 as a function of pT for centrality: 30-40%.

#: data_file: Table145.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,30-40%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.432718,0.00165823,0.000152319,-0.000152319,-6.87199e-05,6.87199e-05
0.602588,0.00215545,8.75244e-05,-8.75244e-05,-8.35766e-05,8.35766e-05
0.797838,0.0030653,8.77799e-05,-8.77799e-05,-8.67802e-05,8.67802e-05
0.996625,0.00371939,9.77548e-05,-9.77548e-05,-8.99838e-05,8.99838e-05
1.19614,0.00419995,0.000112098,-0.000112098,-9.31874e-05,9.31874e-05
1.39539,0.00498778,0.000130302,-0.000130302,-9.63911e-05,9.63911e-05
1.59558,0.005012,0.000150692,-0.000150692,-9.95947e-05,9.95947e-05
1.79546,0.00554867,0.000178654,-0.000178654,-0.000102798,0.000102798
1.99508,0.00618417,0.000213734,-0.000213734,-0.000106002,0.000106002
2.19541,0.006517,0.000257522,-0.000257522,-0.000109206,0.000109206
2.39532,0.00706299,0.000311975,-0.000311975,-0.000112409,0.000112409
2.59488,0.00790471,0.000375298,-0.000375298,-0.000115613,0.000115613
2.79488,0.00857937,0.000458415,-0.000458415,-0.000118816,0.000118816
2.9951,0.0081125,0.000548248,-0.000548248,-0.00012202,0.00012202
3.19652,0.00841225,0.000658235,-0.000658235,-0.000125224,0.000125224
3.3945,0.00833926,0.000790262,-0.000790262,-0.000128427,0.000128427
3.59507,0.0105466,0.000961622,-0.000961622,-0.000131631,0.000131631
3.79651,0.0115219,0.00114742,-0.00114742,-0.000134834,0.000134834

