#: table_doi: 10.17182/hepdata.74447.v1/t104
#: name: Table 104
#: description: kaon v4 as a function of pT for centrality: 40-50%.

#: data_file: Table104.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.437443,-0.000669034,0.00396929,-0.00396929,-0.00502538,0.00502538
0.606341,0.00172844,0.00201462,-0.00201462,-0.00504792,0.00504792
0.799318,0.0102635,0.00187258,-0.00187258,-0.0050942,0.0050942
0.996749,0.0176468,0.00204499,-0.00204499,-0.00517183,0.00517183
1.19575,0.0241966,0.00237168,-0.00237168,-0.00526453,0.00526453
1.39501,0.0379185,0.00283731,-0.00283731,-0.00536041,0.00536041
1.59501,0.0390597,0.00342203,-0.00342203,-0.00549936,0.00549936
1.79506,0.0469845,0.00416309,-0.00416309,-0.00563915,0.00563915
1.99555,0.048907,0.0050154,-0.0050154,-0.00580729,0.00580729
2.19606,0.0590643,0.00597344,-0.00597344,-0.00596264,0.00596264
2.39623,0.0740526,0.00705078,-0.00705078,-0.00614646,0.00614646
2.59639,0.0748453,0.00815366,-0.00815366,-0.00634326,0.00634326
2.79635,0.0528368,0.00953373,-0.00953373,-0.00654847,0.00654847
3.0816,0.0742384,0.00837925,-0.00837925,-0.00685853,0.00685853
3.4797,0.0411926,0.0115643,-0.0115643,-0.00731655,0.00731655
3.8814,0.0773414,0.0160222,-0.0160222,-0.00777511,0.00777511

