#: table_doi: 10.17182/hepdata.74447.v1/t137
#: name: Table 137
#: description: pion delta2 as a function of pT for centrality: 20-30%.

#: data_file: Table137.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,20-30%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.405699,0.00137589,1.64794e-05,-1.64794e-05,-5.98895e-05,5.98895e-05
0.593969,0.00211436,1.75189e-05,-1.75189e-05,-8.01046e-05,8.01046e-05
0.79382,0.00282026,2.23683e-05,-2.23683e-05,-9.04897e-05,9.04897e-05
0.993862,0.00336675,2.83001e-05,-2.83001e-05,-0.000100875,0.000100875
1.19403,0.00388797,3.56476e-05,-3.56476e-05,-0.00011126,0.00011126
1.39407,0.00430185,4.48252e-05,-4.48252e-05,-0.000121645,0.000121645
1.5945,0.00468541,5.62612e-05,-5.62612e-05,-0.00013203,0.00013203
1.79459,0.00500997,6.96973e-05,-6.96973e-05,-0.000142415,0.000142415
1.9946,0.00543011,8.62195e-05,-8.62195e-05,-0.0001528,0.0001528
2.19503,0.00575222,0.000106225,-0.000106225,-0.000163185,0.000163185
2.39502,0.00586831,0.000129355,-0.000129355,-0.000173571,0.000173571
2.59533,0.00637069,0.000156353,-0.000156353,-0.000183956,0.000183956
2.79575,0.00680173,0.000186152,-0.000186152,-0.000194341,0.000194341
2.99589,0.00726916,0.000218757,-0.000218757,-0.000204726,0.000204726
3.19627,0.00774893,0.000255514,-0.000255514,-0.000215111,0.000215111
3.39666,0.00785831,0.000293213,-0.000293213,-0.000225496,0.000225496
3.59657,0.00800149,0.000336193,-0.000336193,-0.000235881,0.000235881
3.79698,0.00821251,0.000383424,-0.000383424,-0.000246266,0.000246266
4.085,0.0088844,0.000327322,-0.000327322,-0.000261844,0.000261844
4.48648,0.00936262,0.000410234,-0.000410234,-0.000282614,0.000282614
4.88692,0.0101883,0.000511213,-0.000511213,-0.000303384,0.000303384
5.28891,0.010835,0.000629152,-0.000629152,-0.000324154,0.000324154
5.68944,0.0112832,0.000762697,-0.000762697,-0.000344925,0.000344925

