#: table_doi: 10.17182/hepdata.74447.v1/t190
#: name: Table 190
#: description: proton delta4 as a function of pT for centrality: 0-5%.

#: data_file: Table190.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-5%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.523065,-5.82594e-05,0.000380812,-0.000380812,-4.0693e-05,4.0693e-05
0.702382,0.00049435,0.000257388,-0.000257388,-6.23924e-05,6.23924e-05
0.897963,0.000767838,0.000252787,-0.000252787,-8.40919e-05,8.40919e-05
1.09642,0.00125078,0.000279727,-0.000279727,-0.000105791,0.000105791
1.29563,0.00132122,0.000322333,-0.000322333,-0.000127491,0.000127491
1.49606,0.00193894,0.000379651,-0.000379651,-0.00014919,0.00014919
1.69551,0.00179587,0.000446548,-0.000446548,-0.00017089,0.00017089
1.89542,0.00286225,0.000529008,-0.000529008,-0.000192589,0.000192589
2.0953,0.00332712,0.0006333,-0.0006333,-0.000214289,0.000214289
2.29599,0.00282904,0.000752485,-0.000752485,-0.000235988,0.000235988
2.49571,0.00402101,0.000892454,-0.000892454,-0.000257688,0.000257688
2.69551,0.00380448,0.0010568,-0.0010568,-0.000279387,0.000279387
2.89568,0.00493569,0.00124192,-0.00124192,-0.000301087,0.000301087
3.1778,0.00465876,0.00111769,-0.00111769,-0.000333636,0.000333636
3.57913,0.00676093,0.00154517,-0.00154517,-0.000377035,0.000377035
3.9768,0.00376452,0.00209632,-0.00209632,-0.000420434,0.000420434
4.45917,0.00401318,0.00243893,-0.00243893,-0.000474682,0.000474682
5.0647,0.0112767,0.00383736,-0.00383736,-0.000539781,0.000539781
5.6173,0.00844858,0.00633972,-0.00633972,-0.000599454,0.000599454

