#: table_doi: 10.17182/hepdata.74447.v1/t123
#: name: Table 123
#: description: kaon v5 as a function of pT for centrality: 20-30%.

#: data_file: Table123.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,20-30%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.437558,-0.00795491,0.0041168,-0.0041168,-0.00822334,0.00822334
0.606926,-0.0059451,0.00204625,-0.00204625,-0.00819326,0.00819326
0.799831,-9.92717e-05,0.00186964,-0.00186964,-0.00817167,0.00817167
0.997183,0.00583766,0.00201668,-0.00201668,-0.00816649,0.00816649
1.19571,0.00897521,0.00232977,-0.00232977,-0.00817444,0.00817444
1.39484,0.0138087,0.00279222,-0.00279222,-0.00818679,0.00818679
1.59479,0.0224649,0.00339024,-0.00339024,-0.00822213,0.00822213
1.79498,0.0280523,0.00415213,-0.00415213,-0.0082647,0.0082647
1.9952,0.0288823,0.00505267,-0.00505267,-0.00832481,0.00832481
2.19544,0.0470806,0.00609392,-0.00609392,-0.00839291,0.00839291
2.47929,0.0344112,0.00556035,-0.00556035,-0.00851707,0.00851707
2.88083,0.0420236,0.00773959,-0.00773959,-0.00869704,0.00869704
3.28185,0.0271723,0.0105802,-0.0105802,-0.0089568,0.0089568
3.68158,0.0549988,0.0143815,-0.0143815,-0.00918063,0.00918063

