#: table_doi: 10.17182/hepdata.74447.v1/t106
#: name: Table 106
#: description: proton v4 as a function of pT for centrality: 0-5%.

#: data_file: Table106.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-5%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.526713,-0.000195574,0.00198489,-0.00198489,-0.00234667,0.00234667
0.706639,-0.000991481,0.00120482,-0.00120482,-0.00179172,0.00179172
0.902146,-0.000424697,0.00104287,-0.00104287,-0.00129761,0.00129761
1.10003,-0.000216382,0.000868539,-0.000868539,-0.000963618,0.000963618
1.29875,0.00235273,0.000800938,-0.000800938,-0.000964237,0.000964237
1.49822,0.00790203,0.000877416,-0.000877416,-0.00129923,0.00129923
1.69685,0.0144496,0.000987878,-0.000987878,-0.00179382,0.00179382
1.89629,0.0215421,0.00113862,-0.00113862,-0.00234857,0.00234857
2.09595,0.028643,0.00133357,-0.00133357,-0.00292981,0.00292981
2.29575,0.0389375,0.00157706,-0.00157706,-0.00352385,0.00352385
2.4955,0.0448942,0.00187992,-0.00187992,-0.00412538,0.00412538
2.69522,0.0559444,0.00225592,-0.00225592,-0.0047313,0.0047313
2.89508,0.0634062,0.00271834,-0.00271834,-0.00534034,0.00534034
3.17541,0.0732234,0.00254303,-0.00254303,-0.00625792,0.00625792
3.57585,0.0879821,0.00373596,-0.00373596,-0.00748521,0.00748521
3.97749,0.0944311,0.00539376,-0.00539376,-0.00871565,0.00871565
4.45251,0.0936874,0.00666901,-0.00666901,-0.0102566,0.0102566
5.06209,0.0762921,0.0105154,-0.0105154,-0.0121079,0.0121079
5.62931,0.0620162,0.0161923,-0.0161923,-0.0138064,0.0138064

