#: table_doi: 10.17182/hepdata.74447.v1/t83
#: name: Table 83
#: description: kaon v3 as a function of pT for centrality: 40-50%.

#: data_file: Table83.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.437443,0.00683337,0.0022316,-0.0022316,-0.00247536,0.00247536
0.606341,0.0140081,0.00112999,-0.00112999,-0.00242597,0.00242597
0.799318,0.0274495,0.00104766,-0.00104766,-0.00241881,0.00241881
0.996749,0.0376322,0.00114399,-0.00114399,-0.00245615,0.00245615
1.19575,0.0498269,0.00132687,-0.00132687,-0.00253297,0.00253297
1.39501,0.0561377,0.00158876,-0.00158876,-0.00264861,0.00264861
1.59501,0.0709727,0.0019178,-0.0019178,-0.00279543,0.00279543
1.79506,0.0797254,0.0023349,-0.0023349,-0.00297149,0.00297149
1.99555,0.0835891,0.00281331,-0.00281331,-0.00317009,0.00317009
2.19606,0.080715,0.00335299,-0.00335299,-0.00339008,0.00339008
2.39623,0.0954799,0.00393362,-0.00393362,-0.0036207,0.0036207
2.59639,0.0893968,0.00458775,-0.00458775,-0.00386911,0.00386911
2.79635,0.0945157,0.00531699,-0.00531699,-0.00412704,0.00412704
2.99631,0.10155,0.00615812,-0.00615812,-0.00439533,0.00439533
3.19622,0.0871469,0.00719782,-0.00719782,-0.00466839,0.00466839
3.39597,0.0904918,0.00840728,-0.00840728,-0.00494753,0.00494753
3.59595,0.0979956,0.0100039,-0.0100039,-0.00522938,0.00522938
3.79576,0.0679705,0.0117584,-0.0117584,-0.00552015,0.00552015

