#: table_doi: 10.17182/hepdata.74447.v1/t185
#: name: Table 185
#: description: kaon delta4 as a function of pT for centrality: 10-20%.

#: data_file: Table185.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,10-20%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.432718,0.000596238,0.000507425,-0.000507425,-6.23446e-05,6.23446e-05
0.602588,0.000734815,0.000291574,-0.000291574,-6.37902e-05,6.37902e-05
0.797838,0.000777744,0.000292424,-0.000292424,-6.52357e-05,6.52357e-05
0.996625,0.000807132,0.000325654,-0.000325654,-6.66813e-05,6.66813e-05
1.19614,0.00141247,0.000373438,-0.000373438,-6.81268e-05,6.81268e-05
1.39539,0.00142005,0.000434081,-0.000434081,-6.95724e-05,6.95724e-05
1.59558,0.00260665,0.000502019,-0.000502019,-7.10179e-05,7.10179e-05
1.79546,0.00240921,0.000595166,-0.000595166,-7.24635e-05,7.24635e-05
1.99508,0.00399825,0.000712043,-0.000712043,-7.3909e-05,7.3909e-05
2.19541,0.00432477,0.000857915,-0.000857915,-7.53546e-05,7.53546e-05
2.39532,0.00431429,0.00103931,-0.00103931,-7.68001e-05,7.68001e-05
2.59488,0.00284947,0.00125024,-0.00125024,-7.82457e-05,7.82457e-05
2.79488,0.00653602,0.00152716,-0.00152716,-7.96912e-05,7.96912e-05
3.07595,0.00499647,0.00140338,-0.00140338,-8.18596e-05,8.18596e-05
3.47409,0.00887239,0.00203395,-0.00203395,-8.47507e-05,8.47507e-05
3.87617,0.00853724,0.00296662,-0.00296662,-8.76418e-05,8.76418e-05

