#: table_doi: 10.17182/hepdata.74447.v1/t96
#: name: Table 96
#: description: pion v4 as a function of pT for centrality: 30-40%.

#: data_file: Table96.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,30-40%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.412772,0.000561695,0.000416176,-0.000416176,-0.00653094,0.00653094
0.594166,0.00815367,0.000407436,-0.000407436,-0.00652296,0.00652296
0.792644,0.0179622,0.000532968,-0.000532968,-0.0065134,0.0065134
0.99301,0.0270746,0.000712091,-0.000712091,-0.00651405,0.00651405
1.19358,0.036647,0.000931154,-0.000931154,-0.00651409,0.00651409
1.39371,0.0451302,0.00119775,-0.00119775,-0.00651085,0.00651085
1.59415,0.0510275,0.00151052,-0.00151052,-0.00651715,0.00651715
1.79455,0.0572898,0.00189183,-0.00189183,-0.00651867,0.00651867
1.99494,0.0617805,0.00234836,-0.00234836,-0.00653787,0.00653787
2.19502,0.0650454,0.00288413,-0.00288413,-0.00654256,0.00654256
2.39528,0.068292,0.00350722,-0.00350722,-0.00652099,0.00652099
2.59555,0.0708903,0.00422065,-0.00422065,-0.00653246,0.00653246
2.79574,0.0668004,0.00502862,-0.00502862,-0.00655855,0.00655855
3.08052,0.0742051,0.00447988,-0.00447988,-0.00653544,0.00653544
3.48092,0.0665231,0.00608957,-0.00608957,-0.00656393,0.00656393
3.88072,0.073999,0.00821782,-0.00821782,-0.0065451,0.0065451
4.35955,0.0537793,0.00953365,-0.00953365,-0.00657216,0.00657216
4.96611,0.0507106,0.0139731,-0.0139731,-0.00668773,0.00668773
5.57063,0.0140782,0.0194347,-0.0194347,-0.006739,0.006739

