#: table_doi: 10.17182/hepdata.74447.v1/t90
#: name: Table 90
#: description: proton v3 as a function of pT for centrality: 40-50%.

#: data_file: Table90.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,40-50%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.528121,0.000896796,0.00548501,-0.00548501,-0.0067246,0.0067246
0.706205,0.00322459,0.00321184,-0.00321184,-0.00677286,0.00677286
0.901241,0.0118501,0.00278419,-0.00278419,-0.00675513,0.00675513
1.09904,0.0238693,0.00222979,-0.00222979,-0.00677701,0.00677701
1.29786,0.0350205,0.00203318,-0.00203318,-0.00678395,0.00678395
1.49686,0.0478625,0.00228392,-0.00228392,-0.00678862,0.00678862
1.69605,0.0676566,0.00264587,-0.00264587,-0.00673834,0.00673834
1.89575,0.0849792,0.00312094,-0.00312094,-0.00677016,0.00677016
2.09555,0.0932788,0.00371242,-0.00371242,-0.0067576,0.0067576
2.29553,0.107132,0.00442755,-0.00442755,-0.00673078,0.00673078
2.49551,0.11202,0.00530292,-0.00530292,-0.00678877,0.00678877
2.69547,0.125702,0.0063357,-0.0063357,-0.00674611,0.00674611
2.89568,0.130172,0.00765532,-0.00765532,-0.00676222,0.00676222
3.09528,0.117308,0.00918233,-0.00918233,-0.00685341,0.00685341
3.29557,0.145145,0.0108381,-0.0108381,-0.00673027,0.00673027
3.49587,0.136885,0.0129527,-0.0129527,-0.00680624,0.00680624
3.69577,0.162048,0.0151856,-0.0151856,-0.00682191,0.00682191
3.89585,0.144939,0.0177031,-0.0177031,-0.00674583,0.00674583
4.1828,0.131738,0.0152994,-0.0152994,-0.00683989,0.00683989
4.58544,0.112042,0.0195228,-0.0195228,-0.0069432,0.0069432
4.9848,0.114164,0.025137,-0.025137,-0.00671707,0.00671707
5.38648,0.0528567,0.0314624,-0.0314624,-0.00693746,0.00693746
5.74307,0.104379,0.0442327,-0.0442327,-0.00682692,0.00682692

