#: table_doi: 10.17182/hepdata.74447.v1/t176
#: name: Table 176
#: description: pion delta4 as a function of pT for centrality: 0-5%.

#: data_file: Table176.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-5%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.405699,0.000274507,5.86773e-05,-5.86773e-05,-2.15676e-05,2.15676e-05
0.593969,0.000409927,6.2378e-05,-6.2378e-05,-3.00553e-05,3.00553e-05
0.79382,0.000804776,7.9648e-05,-7.9648e-05,-3.85431e-05,3.85431e-05
0.993862,0.00107996,0.000100771,-0.000100771,-4.70309e-05,4.70309e-05
1.19403,0.00154891,0.000126939,-0.000126939,-5.55187e-05,5.55187e-05
1.39407,0.00209522,0.000159624,-0.000159624,-6.40065e-05,6.40065e-05
1.5945,0.00260912,0.00020035,-0.00020035,-7.24943e-05,7.24943e-05
1.79459,0.0029531,0.000248193,-0.000248193,-8.0982e-05,8.0982e-05
1.9946,0.00338654,0.000307026,-0.000307026,-8.94698e-05,8.94698e-05
2.19503,0.00405418,0.000378265,-0.000378265,-9.79576e-05,9.79576e-05
2.39502,0.00468167,0.000460625,-0.000460625,-0.000106445,0.000106445
2.59533,0.00533535,0.00055676,-0.00055676,-0.000114933,0.000114933
2.79575,0.00439675,0.000662847,-0.000662847,-0.000123421,0.000123421
3.08049,0.00607705,0.000591719,-0.000591719,-0.000136153,0.000136153
3.48249,0.00744776,0.000786854,-0.000786854,-0.000153128,0.000153128
3.88395,0.0064586,0.00102535,-0.00102535,-0.000170104,0.000170104
4.36832,0.00633519,0.00112499,-0.00112499,-0.000191323,0.000191323
4.96811,0.0107545,0.00156083,-0.00156083,-0.000216787,0.000216787
5.5712,0.0100093,0.00210273,-0.00210273,-0.00024225,0.00024225

