#: table_doi: 10.17182/hepdata.74447.v1/t118
#: name: Table 118
#: description: pion v5 as a function of pT for centrality: 40-50%.

#: data_file: Table118.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,40-50%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.412467,-0.00129198,0.00125883,-0.00125883,-0.0114815,0.0114815
0.594104,-0.0021342,0.0012484,-0.0012484,-0.0115049,0.0115049
0.792721,0.00317807,0.00161789,-0.00161789,-0.0115642,0.0115642
0.993332,0.0133963,0.0021363,-0.0021363,-0.0116598,0.0116598
1.19387,0.015325,0.00276546,-0.00276546,-0.0117913,0.0117913
1.39401,0.0277477,0.00353006,-0.00353006,-0.0119637,0.0119637
1.59433,0.025872,0.00440724,-0.00440724,-0.0121645,0.0121645
1.79467,0.0317048,0.0054972,-0.0054972,-0.0124079,0.0124079
1.99484,0.0353319,0.00681861,-0.00681861,-0.0126707,0.0126707
2.19525,0.0396357,0.00834782,-0.00834782,-0.0129684,0.0129684
2.47772,0.0318433,0.00774647,-0.00774647,-0.0134603,0.0134603
2.8805,0.0382648,0.010879,-0.010879,-0.0142062,0.0142062
3.28072,0.0150589,0.0148136,-0.0148136,-0.0150183,0.0150183
3.68124,0.0585097,0.0201646,-0.0201646,-0.0159037,0.0159037
4.29421,0.0473218,0.0202759,-0.0202759,-0.0175879,0.0175879
5.31678,0.0117524,0.0365454,-0.0365454,-0.0202021,0.0202021

