#: table_doi: 10.17182/hepdata.74447.v1/t211
#: name: Table 211
#: description: proton delta5 as a function of pT for centrality: 0-5%.

#: data_file: Table211.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-5%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.523065,-0.00124929,0.000895103,-0.000895103,-0.000160701,0.000160701
0.702382,0.000129863,0.000604956,-0.000604956,-0.000162016,0.000162016
0.897963,-0.000113548,0.000594171,-0.000594171,-0.000163331,0.000163331
1.09642,0.00146394,0.000657542,-0.000657542,-0.000164646,0.000164646
1.29563,0.00148151,0.000757656,-0.000757656,-0.00016596,0.00016596
1.49606,0.00184535,0.000892392,-0.000892392,-0.000167275,0.000167275
1.69551,0.00219814,0.00104964,-0.00104964,-0.00016859,0.00016859
1.89542,0.00161815,0.0012434,-0.0012434,-0.000169905,0.000169905
2.0953,0.00180044,0.0014885,-0.0014885,-0.00017122,0.00017122
2.29599,0.00114178,0.00176864,-0.00176864,-0.000172534,0.000172534
2.57792,0.00306972,0.00160265,-0.00160265,-0.000174506,0.000174506
2.97788,0.00389002,0.00222581,-0.00222581,-0.000177136,0.000177136
3.37848,0.00286097,0.00309813,-0.00309813,-0.000179765,0.000179765
3.78082,0.0100069,0.00423581,-0.00423581,-0.000182395,0.000182395
4.37668,0.0113116,0.00433669,-0.00433669,-0.000186997,0.000186997
5.3546,0.0120588,0.00930912,-0.00930912,-0.000173918,0.000173918

