#: table_doi: 10.17182/hepdata.74447.v1/t55
#: name: Table 55
#: description: pion v2 as a function of pT for centrality: 40-50%.

#: data_file: Table55.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,40-50%
'pT [(GeV/c)]','v2','stat +','stat -','sys +','sys -'
0.412467,0.0644475,0.00015767,-0.00015767,-0.00145231,0.00145231
0.594104,0.0943823,0.000154361,-0.000154361,-0.00154539,0.00154539
0.792721,0.12378,0.000203388,-0.000203388,-0.00170277,0.00170277
0.993332,0.149103,0.000271119,-0.000271119,-0.00190885,0.00190885
1.19387,0.170522,0.000352067,-0.000352067,-0.00214961,0.00214961
1.39401,0.187066,0.000449468,-0.000449468,-0.0024148,0.0024148
1.59433,0.200371,0.000562599,-0.000562599,-0.00269704,0.00269704
1.79467,0.210471,0.00070292,-0.00070292,-0.00299185,0.00299185
1.99484,0.215478,0.000873177,-0.000873177,-0.00329549,0.00329549
2.19525,0.219634,0.00107171,-0.00107171,-0.00360579,0.00360579
2.39543,0.22209,0.00129733,-0.00129733,-0.00392129,0.00392129
2.5957,0.217396,0.00155392,-0.00155392,-0.00424085,0.00424085
2.79606,0.216246,0.00183541,-0.00183541,-0.0045634,0.0045634
2.99588,0.212961,0.00215037,-0.00215037,-0.00488872,0.00488872
3.19602,0.202866,0.00251689,-0.00251689,-0.0052158,0.0052158
3.39622,0.201922,0.00293403,-0.00293403,-0.00554463,0.00554463
3.59654,0.203577,0.00344861,-0.00344861,-0.00587477,0.00587477
3.79649,0.191596,0.00401918,-0.00401918,-0.00620657,0.00620657
4.08238,0.184489,0.00352829,-0.00352829,-0.00670533,0.00670533
4.48451,0.164551,0.00459116,-0.00459116,-0.00737344,0.00737344
4.88569,0.142823,0.00582652,-0.00582652,-0.00804367,0.00804367
5.28684,0.146869,0.00740103,-0.00740103,-0.00871578,0.00871578
5.68962,0.135934,0.0090342,-0.0090342,-0.00938911,0.00938911

