#: table_doi: 10.17182/hepdata.74447.v1/t188
#: name: Table 188
#: description: kaon delta4 as a function of pT for centrality: 40-50%.

#: data_file: Table188.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.432718,0.00160255,0.00136386,-0.00136386,-0.000167568,0.000167568
0.602588,0.00197498,0.000783716,-0.000783716,-0.000171454,0.000171454
0.797838,0.00209038,0.000786,-0.000786,-0.000175339,0.000175339
0.996625,0.00216922,0.000875328,-0.000875328,-0.000179224,0.000179224
1.19614,0.00379631,0.0010038,-0.0010038,-0.00018311,0.00018311
1.39539,0.00381673,0.00116678,-0.00116678,-0.000186995,0.000186995
1.59558,0.00700606,0.00134951,-0.00134951,-0.00019088,0.00019088
1.79546,0.00647538,0.00159982,-0.00159982,-0.000194766,0.000194766
1.99508,0.0107464,0.00191414,-0.00191414,-0.000198651,0.000198651
2.19541,0.0116239,0.0023062,-0.0023062,-0.000202536,0.000202536
2.39532,0.0115958,0.00279369,-0.00279369,-0.000206421,0.000206421
2.59488,0.00765874,0.00336047,-0.00336047,-0.000210307,0.000210307
2.79488,0.0175672,0.00410509,-0.00410509,-0.000214192,0.000214192
3.07595,0.0134292,0.00377212,-0.00377212,-0.00022002,0.00022002
3.47409,0.0238458,0.00546711,-0.00546711,-0.000227791,0.000227791
3.87617,0.0229454,0.00797388,-0.00797388,-0.000235561,0.000235561

