#: table_doi: 10.17182/hepdata.74447.v1/t209
#: name: Table 209
#: description: kaon delta5 as a function of pT for centrality: 40-50%.

#: data_file: Table209.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.432718,0.00109147,0.00284334,-0.00284334,-0.000115864,0.000115864
0.602588,0.00125944,0.00163407,-0.00163407,-8.97444e-05,8.97444e-05
0.797838,0.00320561,0.00163936,-0.00163936,-6.36248e-05,6.36248e-05
0.996625,0.00166529,0.00182487,-0.00182487,-3.75052e-05,3.75052e-05
1.19614,0.00335367,0.00209324,-0.00209324,-1.13856e-05,1.13856e-05
1.39539,0.00535744,0.00243364,-0.00243364,-1.47341e-05,1.47341e-05
1.59558,0.00482002,0.00281376,-0.00281376,-4.08537e-05,4.08537e-05
1.79546,0.00563726,0.00333584,-0.00333584,-6.69733e-05,6.69733e-05
1.99508,0.00587916,0.00399061,-0.00399061,-9.3093e-05,9.3093e-05
2.19541,0.00504378,0.00480752,-0.00480752,-0.000119213,0.000119213
2.47646,0.0129355,0.00448132,-0.00448132,-0.000158392,0.000158392
2.87672,0.0156748,0.00656683,-0.00656683,-0.000210631,0.000210631
3.27797,0.019898,0.00944337,-0.00944337,-0.000262871,0.000262871
3.67711,0.0170212,0.0137593,-0.0137593,-0.00031511,0.00031511

