#: table_doi: 10.17182/hepdata.74447.v1/t126
#: name: Table 126
#: description: proton v5 as a function of pT for centrality: 0-1%.

#: data_file: Table126.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-1%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.526573,0.000196501,0.0110261,-0.0110261,-0.00664689,0.00664689
0.706597,-0.006542,0.00632297,-0.00632297,-0.00657627,0.00657627
0.902073,-0.000533718,0.00532396,-0.00532396,-0.00656337,0.00656337
1.09998,-0.00204612,0.00406197,-0.00406197,-0.00659651,0.00659651
1.29875,0.00103296,0.00358205,-0.00358205,-0.00667548,0.00667548
1.49825,-0.00366709,0.00387788,-0.00387788,-0.00680688,0.00680688
1.69688,0.00415162,0.00433006,-0.00433006,-0.00697721,0.00697721
1.89632,0.00601082,0.00495804,-0.00495804,-0.00719484,0.00719484
2.09604,0.0145772,0.00577934,-0.00577934,-0.00744019,0.00744019
2.29574,0.0189355,0.00681778,-0.00681778,-0.00772668,0.00772668
2.57682,0.0333226,0.00625598,-0.00625598,-0.00821419,0.00821419
2.97526,0.0233322,0.00915212,-0.00915212,-0.0089476,0.0089476
3.37514,0.0322063,0.0135913,-0.0135913,-0.00975604,0.00975604
3.7759,0.0258849,0.0200907,-0.0200907,-0.0106168,0.0106168
4.36741,0.0230498,0.0224433,-0.0224433,-0.0122446,0.0122446
5.36861,0.0238785,0.0476161,-0.0476161,-0.0147383,0.0147383

