#: table_doi: 10.17182/hepdata.74447.v1/t202
#: name: Table 202
#: description: pion delta5 as a function of pT for centrality: 40-50%.

#: data_file: Table202.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,40-50%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.405699,0.00123248,0.000413569,-0.000413569,-0.000270799,0.000270799
0.593969,0.00124809,0.000439564,-0.000439564,-0.000202192,0.000202192
0.79382,0.0014449,0.000561116,-0.000561116,-0.000133584,0.000133584
0.993862,0.00285553,0.000710819,-0.000710819,-6.49773e-05,6.49773e-05
1.19403,0.00446339,0.000896358,-0.000896358,-3.62991e-06,3.62991e-06
1.39407,0.00598876,0.0011276,-0.0011276,-7.22371e-05,7.22371e-05
1.5945,0.00785371,0.00141606,-0.00141606,-0.000140844,0.000140844
1.79459,0.00956314,0.00175372,-0.00175372,-0.000209451,0.000209451
1.9946,0.00692125,0.00216396,-0.00216396,-0.000278059,0.000278059
2.19503,0.00859078,0.00266636,-0.00266636,-0.000346666,0.000346666
2.47634,0.0129554,0.00250283,-0.00250283,-0.000449577,0.000449577
2.87967,0.017515,0.00356072,-0.00356072,-0.000586791,0.000586791
3.28293,0.0165022,0.00483241,-0.00483241,-0.000724005,0.000724005
3.68327,0.0120823,0.00633796,-0.00633796,-0.00086122,0.00086122
4.30754,0.0215313,0.00601032,-0.00601032,-0.00110134,0.00110134
5.32003,0.0193389,0.0102902,-0.0102902,-0.00144438,0.00144438

