#: table_doi: 10.17182/hepdata.74447.v1/t156
#: name: Table 156
#: description: pion delta3 as a function of pT for centrality: 5-10%.

#: data_file: Table156.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,5-10%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.405699,0.000390756,2.93742e-05,-2.93742e-05,-4.76097e-05,4.76097e-05
0.593969,0.000732677,3.12266e-05,-3.12266e-05,-4.86358e-05,4.86358e-05
0.79382,0.00111057,3.98704e-05,-3.98704e-05,-4.96619e-05,4.96619e-05
0.993862,0.00145358,5.04439e-05,-5.04439e-05,-5.0688e-05,5.0688e-05
1.19403,0.00181308,6.35412e-05,-6.35412e-05,-5.17141e-05,5.17141e-05
1.39407,0.00207563,7.99006e-05,-7.99006e-05,-5.27402e-05,5.27402e-05
1.5945,0.00241779,0.000100286,-0.000100286,-5.37663e-05,5.37663e-05
1.79459,0.00247845,0.000124236,-0.000124236,-5.47924e-05,5.47924e-05
1.9946,0.00261903,0.000153687,-0.000153687,-5.58184e-05,5.58184e-05
2.19503,0.00259203,0.000189347,-0.000189347,-5.68445e-05,5.68445e-05
2.39502,0.00266833,0.000230576,-0.000230576,-5.78706e-05,5.78706e-05
2.59533,0.00287969,0.0002787,-0.0002787,-5.88967e-05,5.88967e-05
2.79575,0.00301506,0.000331817,-0.000331817,-5.99228e-05,5.99228e-05
2.99589,0.00289832,0.000389938,-0.000389938,-6.09489e-05,6.09489e-05
3.19627,0.0025554,0.000455456,-0.000455456,-6.1975e-05,6.1975e-05
3.39666,0.00357696,0.000522655,-0.000522655,-6.30011e-05,6.30011e-05
3.59657,0.00325994,0.000599269,-0.000599269,-6.40272e-05,6.40272e-05
3.79698,0.0030275,0.000683459,-0.000683459,-6.50533e-05,6.50533e-05
4.085,0.00228856,0.000583456,-0.000583456,-6.65924e-05,6.65924e-05
4.48648,0.00165766,0.000731248,-0.000731248,-6.86446e-05,6.86446e-05
4.88692,0.00420125,0.000911246,-0.000911246,-7.06968e-05,7.06968e-05
5.28891,0.00323425,0.00112147,-0.00112147,-7.27489e-05,7.27489e-05
5.68944,0.00228306,0.00135952,-0.00135952,-7.48011e-05,7.48011e-05

