#: table_doi: 10.17182/hepdata.74447.v1/t127
#: name: Table 127
#: description: proton v5 as a function of pT for centrality: 0-5%.

#: data_file: Table127.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-5%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.526713,0.00100872,0.00510263,-0.00510263,-0.00241657,0.00241657
0.706639,-0.00114104,0.00293979,-0.00293979,-0.00223953,0.00223953
0.902146,-0.0021268,0.00248485,-0.00248485,-0.00219544,0.00219544
1.10003,-0.00192566,0.0019555,-0.0019555,-0.00229159,0.00229159
1.29875,-0.00425435,0.00176402,-0.00176402,-0.00251859,0.00251859
1.49822,0.00104986,0.00193838,-0.00193838,-0.00283953,0.00283953
1.69685,0.00285563,0.0021848,-0.0021848,-0.00322881,0.00322881
1.89629,0.00900375,0.00252092,-0.00252092,-0.00367239,0.00367239
2.09595,0.0146098,0.00295661,-0.00295661,-0.00414086,0.00414086
2.29575,0.020501,0.00349719,-0.00349719,-0.00463351,0.00463351
2.57691,0.0225724,0.00319914,-0.00319914,-0.00540269,0.00540269
2.9754,0.0305665,0.00463514,-0.00463514,-0.0064614,0.0064614
3.37533,0.0439228,0.00680356,-0.00680356,-0.00754063,0.00754063
3.77625,0.0427962,0.00991006,-0.00991006,-0.00863265,0.00863265
4.36934,0.0308553,0.0108834,-0.0108834,-0.0105718,0.0105718
5.37351,0.0476652,0.0228267,-0.0228267,-0.0119089,0.0119089

