#: table_doi: 10.17182/hepdata.74447.v1/t178
#: name: Table 178
#: description: pion delta4 as a function of pT for centrality: 10-20%.

#: data_file: Table178.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,10-20%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.405699,0.000344893,7.37238e-05,-7.37238e-05,-2.70977e-05,2.70977e-05
0.593969,0.000515033,7.83746e-05,-7.83746e-05,-3.77619e-05,3.77619e-05
0.79382,0.00101112,0.000100077,-0.000100077,-4.8426e-05,4.8426e-05
0.993862,0.00135687,0.000126619,-0.000126619,-5.90902e-05,5.90902e-05
1.19403,0.00194606,0.000159501,-0.000159501,-6.97543e-05,6.97543e-05
1.39407,0.00263246,0.000200574,-0.000200574,-8.04185e-05,8.04185e-05
1.5945,0.00327813,0.000251748,-0.000251748,-9.10826e-05,9.10826e-05
1.79459,0.00371031,0.00031186,-0.00031186,-0.000101747,0.000101747
1.9946,0.00425488,0.000385779,-0.000385779,-0.000112411,0.000112411
2.19503,0.00509372,0.000475289,-0.000475289,-0.000123075,0.000123075
2.39502,0.0058821,0.000578771,-0.000578771,-0.000133739,0.000133739
2.59533,0.00670339,0.000699558,-0.000699558,-0.000144403,0.000144403
2.79575,0.00552413,0.000832831,-0.000832831,-0.000155068,0.000155068
3.08049,0.00763526,0.000743467,-0.000743467,-0.000171064,0.000171064
3.48249,0.00935743,0.00098864,-0.00098864,-0.000192392,0.000192392
3.88395,0.00811466,0.00128827,-0.00128827,-0.00021372,0.00021372
4.36832,0.00795959,0.00141346,-0.00141346,-0.000240381,0.000240381
4.96811,0.013512,0.00196107,-0.00196107,-0.000272373,0.000272373
5.5712,0.0125758,0.00264191,-0.00264191,-0.000304366,0.000304366

