#: table_doi: 10.17182/hepdata.74447.v1/t119
#: name: Table 119
#: description: kaon v5 as a function of pT for centrality: 0-1%.

#: data_file: Table119.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-1%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.437333,-0.0148346,0.00404003,-0.00404003,-0.0135513,0.0135513
0.606815,-0.00953289,0.00197126,-0.00197126,-0.0135984,0.0135984
0.799984,0.00305862,0.00177163,-0.00177163,-0.0135187,0.0135187
0.997249,0.00543812,0.00191079,-0.00191079,-0.0134887,0.0134887
1.19561,0.0125528,0.00222651,-0.00222651,-0.0134732,0.0134732
1.39463,0.013483,0.00269215,-0.00269215,-0.0134813,0.0134813
1.59457,0.0161619,0.00329554,-0.00329554,-0.01347,0.01347
1.7947,0.0232385,0.00407387,-0.00407387,-0.0135234,0.0135234
1.99495,0.0229523,0.00500826,-0.00500826,-0.0135855,0.0135855
2.19502,0.0201499,0.00612227,-0.00612227,-0.013619,0.013619
2.47664,0.0395452,0.00573906,-0.00573906,-0.0136337,0.0136337
2.87798,0.0341013,0.00831913,-0.00831913,-0.0137825,0.0137825
3.27911,0.0296746,0.0117923,-0.0117923,-0.014077,0.014077
3.68039,0.0494259,0.0164091,-0.0164091,-0.0140368,0.0140368

