22 0.0
211 0.0
111 0.0
-211 0.0
321 0.0
-321 0.0
311 0.0
-311 0.0
221 0.0
213 0.0
113 0.0
-213 0.0
223 0.0
323 0.0
-323 0.0
313 0.0
-313 0.0
2212 0.0
2112 0.0
331 0.0
9010221 0.0
9000211 0.0
9000111 0.0
-9000211 0.0
333 0.0
3122 0.0
10223 0.0
3222 0.0
3212 0.0
3112 0.0
10213 0.0
10113 0.0
-10213 0.0
20213 0.0
20113 0.0
-20213 0.0
2224 0.0
2214 0.0
2114 0.0
1114 0.0
10323 0.0
-10323 0.0
10313 0.0
-10313 0.0
225 0.0
20223 0.0
100221 0.0
100211 0.0
100111 0.0
-100211 0.0
3322 0.0
3312 0.0
215 0.0
115 0.0
-215 0.0
9000213 0.0
9000113 0.0
-9000213 0.0
3224 0.0
3214 0.0
3114 0.0
10221 0.0
20323 0.0
-20323 0.0
20313 0.0
-20313 0.0
13122 0.0
100323 0.0
-100323 0.0
100313 0.0
-100313 0.0
9020221 0.0
10321 0.0
-10321 0.0
10311 0.0
-10311 0.0
100223 0.0
20333 0.0
325 0.0
-325 0.0
315 0.0
-315 0.0
12212 0.0
12112 0.0
100213 0.0
100113 0.0
-100213 0.0
10211 0.0
10111 0.0
-10211 0.0
100331 0.0
9030221 0.0
3124 0.0
2124 0.0
1214 0.0
335 0.0
3324 0.0
3314 0.0
22212 0.0
22112 0.0
32224 0.0
32214 0.0
32114 0.0
31114 0.0
23122 0.0
10225 0.0
2222 0.0
2122 0.0
1212 0.0
1112 0.0
9010213 0.0
9010113 0.0
-9010213 0.0
32212 0.0
32112 0.0
13222 0.0
13212 0.0
13112 0.0
30223 0.0
227 0.0
33122 0.0
13224 0.0
13214 0.0
13114 0.0
10215 0.0
10115 0.0
-10215 0.0
3334 0.0
2216 0.0
2116 0.0
100333 0.0
12216 0.0
12116 0.0
217 0.0
117 0.0
-217 0.0
13124 0.0
13322 0.0
13312 0.0
22124 0.0
21214 0.0
12224 0.0
12214 0.0
12114 0.0
11114 0.0
42212 0.0
42112 0.0
10331 0.0
30323 0.0
-30323 0.0
30313 0.0
-30313 0.0
30213 0.0
30113 0.0
-30213 0.0
32124 0.0
31214 0.0
23222 0.0
23212 0.0
23112 0.0
10325 0.0
-10325 0.0
10315 0.0
-10315 0.0
3226 0.0
3216 0.0
3116 0.0
327 0.0
-327 0.0
317 0.0
-317 0.0
43122 0.0
53122 0.0
9010211 0.0
9010111 0.0
-9010211 0.0
20325 0.0
-20325 0.0
20315 0.0
-20315 0.0
3126 0.0
13324 0.0
13314 0.0
13126 0.0
337 0.0
23124 0.0
2226 0.0
2126 0.0
1216 0.0
1116 0.0
22222 0.0
22122 0.0
21212 0.0
21112 0.0
13226 0.0
13216 0.0
13116 0.0
22224 0.0
22214 0.0
22114 0.0
21114 0.0
2228 0.0
2218 0.0
2118 0.0
1118 0.0
23224 0.0
23214 0.0
23114 0.0
9050225 0.0
23324 0.0
23314 0.0
12226 0.0
12126 0.0
11216 0.0
11116 0.0
9060225 0.0
13334 0.0
