#D0 pT spectra @ Au+Au 200 GeV, d^2N/(N_ev2pipTdpTdy) (GeV/c)^-2, |y|<1              
#pT(GeV/c    0-80% y stat.   sys.    0-10% y stat.   sys.    10-40%  stat.   sys.    40-80%  stat.   sys.
3.15E-01    9.13E-02    1.61E-02    1.25E-02    2.10E-01    6.09E-02    2.65E-02    1.22E-01    2.65E-02    1.34E-02    1.63E-02    3.51E-03    2.08E-03
9.68E-01    7.30E-02    1.27E-02    8.61E-03    2.17E-01    4.18E-02    2.19E-02    1.09E-01    2.07E-02    1.10E-02    1.29E-02    2.69E-03    1.56E-03
1.35E+00    4.70E-02    6.44E-03    4.98E-03    1.51E-01    2.39E-02    1.55E-02    4.82E-02    8.34E-03    4.93E-03    8.09E-03    1.18E-03    8.23E-04
1.89E+00    1.61E-02    2.52E-03    1.75E-03    4.31E-02    6.89E-03    4.36E-03    2.03E-02    3.40E-03    2.37E-03    1.54E-03    4.91E-04    1.59E-04
2.56E+00    3.02E-03    6.36E-04    3.05E-04    5.66E-03    1.65E-03    6.69E-04    4.16E-03    9.11E-04    4.32E-04    6.57E-04    1.71E-04    7.21E-05
3.75E+00    3.07E-04    5.55E-05    3.49E-05    6.38E-04    1.60E-04    7.04E-05    3.30E-04    8.69E-05    4.27E-05    7.23E-05    1.51E-05    7.46E-06
5.88E+00    8.03E-06    1.83E-06    1.24E-06    1.85E-05    4.90E-06    2.16E-06    1.40E-05    (upper limit 90%C.L.)   2.39E-06    6.84E-07    3.20E-07
