,eta,v22,v32,v42
0,-5.0,0.0364037042758,0.0122669730886,0.00684685433616
1,-4.47368421053,0.0380894934487,0.0140613825178,0.00752264095034
2,-3.94736842105,0.0402938655449,0.0158112251923,0.00874856876346
3,-3.42105263158,0.0425584212749,0.0168576651065,0.00950713357647
4,-2.89473684211,0.0440987657334,0.0186041055389,0.0100542328732
5,-2.36842105263,0.0460294524495,0.0192624927278,0.0114601950657
6,-1.84210526316,0.0477493715077,0.0203779518796,0.0117402080411
7,-1.31578947368,0.0495585108748,0.0210869420852,0.0128414810619
8,-0.789473684211,0.0515349676323,0.0221837054534,0.0136348608928
9,-0.263157894737,0.052982516388,0.0235193242768,0.0141185427564
10,0.263157894737,0.0530582419111,0.0231770494265,0.0146879145375
11,0.789473684211,0.0517805379236,0.0222623095051,0.0133644946964
12,1.31578947368,0.0497479050426,0.0212790904859,0.0126399213904
13,1.84210526316,0.0478603748986,0.0196317304527,0.0122247956508
14,2.36842105263,0.0460702321225,0.0185805124606,0.011532445895
15,2.89473684211,0.044548917403,0.0179119129499,0.0107508118996
16,3.42105263158,0.0425170376115,0.0165954381244,0.00965013719051
17,3.94736842105,0.040027707686,0.0153283465413,0.00868953116255
18,4.47368421053,0.0379747091505,0.0140359594887,0.00763531024082
19,5.0,0.0365574016942,0.0126462855669,0.00605228519384
