,eta,v22,v32,v42
0,-5.0,0.0431757225113,0.0177355337358,0.0105296455862
1,-4.47368421053,0.0458680891485,0.0194932451776,0.0113640119156
2,-3.94736842105,0.0484614296376,0.021697229545,0.0132700681546
3,-3.42105263158,0.0514296151024,0.0235264557196,0.0144340685661
4,-2.89473684211,0.0538621974987,0.0245536023488,0.0152810125356
5,-2.36842105263,0.0558643790066,0.0263716814389,0.0161409085316
6,-1.84210526316,0.0579736037136,0.0276468025774,0.0168151972839
7,-1.31578947368,0.0601691623679,0.0289402624163,0.0183997501615
8,-0.789473684211,0.0626428364389,0.0301929511613,0.0191583798476
9,-0.263157894737,0.0641711053842,0.0313156918085,0.0201123116014
10,0.263157894737,0.0642516901148,0.0313882413284,0.0201533867899
11,0.789473684211,0.0626957264777,0.0300822938215,0.0193390577364
12,1.31578947368,0.0602674900387,0.0285166922767,0.0190707948484
13,1.84210526316,0.0581425011294,0.0273810520159,0.0175920166742
14,2.36842105263,0.0562120513469,0.0256428444943,0.0168226577747
15,2.89473684211,0.0538287251401,0.0239817812381,0.0164982495506
16,3.42105263158,0.0512644730355,0.0230740902252,0.0150953769351
17,3.94736842105,0.048978815512,0.0215270156336,0.0142162034564
18,4.47368421053,0.0459498378086,0.019587692847,0.0122436423509
19,5.0,0.0435054498232,0.0177716706852,0.0113394164195
