,eta,v22,v32,v42
0,-5.0,0.0580388125517,0.014155728388,0.00746805110416
1,-4.47368421053,0.0598046222154,0.0164985751594,0.0105557840594
2,-3.94736842105,0.0625503284516,0.0197172248388,0.010986857364
3,-3.42105263158,0.0651753947134,0.0206320059133,0.0126926849727
4,-2.89473684211,0.0675661337847,0.0213469325497,0.0133182866651
5,-2.36842105263,0.0697851659716,0.0225401443216,0.0147265526297
6,-1.84210526316,0.0718398570871,0.0239862098194,0.0160342045523
7,-1.31578947368,0.0746578024019,0.0247672901474,0.0167923389707
8,-0.789473684211,0.0775796667639,0.0257160965712,0.0179618513963
9,-0.263157894737,0.0802866755202,0.0269981965753,0.0186167596251
10,0.263157894737,0.0802968142281,0.0268190169795,0.0189477700085
11,0.789473684211,0.0778440393286,0.0272149198056,0.0166457332672
12,1.31578947368,0.075329577633,0.0251179295302,0.0164340933488
13,1.84210526316,0.0718212698735,0.0228567779873,0.0149318849194
14,2.36842105263,0.0700157026293,0.0220065622523,0.0144369468466
15,2.89473684211,0.0680249274022,0.021364155116,0.013649047549
16,3.42105263158,0.0654128375164,0.0193193540257,0.0131664994141
17,3.94736842105,0.0628435416195,0.0182413425055,0.0105976062455
18,4.47368421053,0.0604885979666,0.0162322189252,0.0100208513126
19,5.0,0.0585837160895,0.0124276510527,0.00733451362793
