,eta,v22,v32,v42
0,-5.0,0.0709877219567,0.0219986023365,0.0162076724352
1,-4.47368421053,0.0741667255836,0.0246631273595,0.0156937343887
2,-3.94736842105,0.077147219157,0.0280682373836,0.0179044015874
3,-3.42105263158,0.0811379570537,0.0289050388875,0.0191317172421
4,-2.89473684211,0.0839811737476,0.0311027169842,0.0213848545488
5,-2.36842105263,0.0868511362721,0.0324266790216,0.0225518479649
6,-1.84210526316,0.0899328094975,0.0343894022558,0.0227588677164
7,-1.31578947368,0.0936422130683,0.0350915424736,0.0250109389808
8,-0.789473684211,0.097052044172,0.0372699899292,0.0259592374695
9,-0.263157894737,0.0996405462904,0.0380767048535,0.026252508626
10,0.263157894737,0.099790914509,0.0395404740407,0.0269217373918
11,0.789473684211,0.0977182174073,0.038326940286,0.0263880933783
12,1.31578947368,0.0937857793654,0.0361449866996,0.0243362882467
13,1.84210526316,0.0909931232058,0.0346424098794,0.0230871452437
14,2.36842105263,0.0879129986703,0.0331310507183,0.0226755294015
15,2.89473684211,0.0848686306367,0.0313918702043,0.0211845211971
16,3.42105263158,0.0812554406266,0.0291128323874,0.0209259506376
17,3.94736842105,0.0783305813208,0.0262649790618,0.0179982631971
18,4.47368421053,0.0746517394565,0.0238421663182,0.0164802586442
19,5.0,0.0713346074237,0.0208445037365,0.0144356374755
