,eta,v22,v32,v42
0,-5.0,0.0672471705723,0.025844342595,0.0120179612904
1,-4.47368421053,0.07098800426,0.0259714656702,0.0126811844788
2,-3.94736842105,0.0757342517719,0.0317770281709,0.0146603243818
3,-3.42105263158,0.0786601866596,0.031455818624,0.0151498405338
4,-2.89473684211,0.082821709135,0.031642573558,0.0188282675318
5,-2.36842105263,0.0856613050466,0.0338415559003,0.0213713127195
6,-1.84210526316,0.0897043140329,0.0356595471289,0.0245085379055
7,-1.31578947368,0.09431397035,0.0383607479036,0.024582296674
8,-0.789473684211,0.0982136846422,0.0422010451423,0.0261698235027
9,-0.263157894737,0.100999541143,0.0437846922363,0.0268632496461
10,0.263157894737,0.0995739586708,0.0450485302747,0.0273945134483
11,0.789473684211,0.098207199319,0.0437384672675,0.0252232811233
12,1.31578947368,0.0934841403972,0.0419098052511,0.0256858858533
13,1.84210526316,0.0910215201773,0.0408240504394,0.0234148125835
14,2.36842105263,0.0859381983065,0.0365017686979,0.0200743266123
15,2.89473684211,0.0839517832662,0.0358875738062,0.0190533518321
16,3.42105263158,0.080843667185,0.0339463247134,0.0196196514386
17,3.94736842105,0.0774270215234,0.0320580133655,0.0160798569941
18,4.47368421053,0.0735462055967,0.0269597017248,0.016125404981
19,5.0,0.0705372171417,0.0223852677173,0.0136559864763
