,eta,v22,v32,v42
0,-5.0,0.0616770547331,0.0200650853581,0.0134568103971
1,-4.47368421053,0.0651404775842,0.0226989913083,0.0152045942593
2,-3.94736842105,0.0685384159446,0.0253494313889,0.017136470035
3,-3.42105263158,0.0716785436391,0.0267838692765,0.0179905021933
4,-2.89473684211,0.0745630892165,0.0283666878227,0.020671985618
5,-2.36842105263,0.0768952489938,0.0300801183211,0.0198859608567
6,-1.84210526316,0.0796300295358,0.0317045356574,0.0214960380429
7,-1.31578947368,0.0822515936018,0.0335550206311,0.0226807630364
8,-0.789473684211,0.084846227483,0.034561578222,0.023643906137
9,-0.263157894737,0.0873658641453,0.0358873133942,0.0248603485527
10,0.263157894737,0.0876700066032,0.0368038724218,0.025316727668
11,0.789473684211,0.0856068297732,0.036736537227,0.0243668058987
12,1.31578947368,0.0828199582617,0.0353553644925,0.0232949936143
13,1.84210526316,0.0801103605643,0.0333464593661,0.021714705025
14,2.36842105263,0.0778703312415,0.0318517585724,0.0204076399911
15,2.89473684211,0.0749861534465,0.0312816260396,0.0196130884683
16,3.42105263158,0.0722476947129,0.0293987251485,0.0181432314607
17,3.94736842105,0.0683839992926,0.0276777805718,0.0162567392141
18,4.47368421053,0.0646663206201,0.025316115994,0.01505441915
19,5.0,0.060805391015,0.0226065633621,0.0132213426793
