,eta,v22,v32,v42
0,-5.0,0.0736025250171,0.0241756579862,0.012565478442
1,-4.47368421053,0.0767290653997,0.029590082259,0.0155091746418
2,-3.94736842105,0.0793223365007,0.0314230594983,0.018273411062
3,-3.42105263158,0.0819836156236,0.0338506814647,0.0180511170629
4,-2.89473684211,0.0848389353638,0.0363540139487,0.0224996220766
5,-2.36842105263,0.0873713151078,0.0381391476455,0.0239944970557
6,-1.84210526316,0.0904800466288,0.0393090067065,0.0237652475252
7,-1.31578947368,0.093506848177,0.0416700943462,0.027136725847
8,-0.789473684211,0.0974966364048,0.0434265569833,0.0252222346561
9,-0.263157894737,0.099068401342,0.0440644363281,0.0294379587957
10,0.263157894737,0.0989200184824,0.0451662525594,0.0279933772851
11,0.789473684211,0.0965050684146,0.0433900031613,0.0251358924985
12,1.31578947368,0.0926490021426,0.0412620868341,0.023973033347
13,1.84210526316,0.0888315851204,0.0385141541482,0.023632571728
14,2.36842105263,0.0863380998928,0.03545167789,0.0224152245872
15,2.89473684211,0.0832475478823,0.0335341602471,0.0194150263496
16,3.42105263158,0.0798781865923,0.0308885355557,0.0197623556036
17,3.94736842105,0.0767327746386,0.0302594435384,0.0189727201843
18,4.47368421053,0.0736702060364,0.0275828773439,0.0162806737092
19,5.0,0.0704213686934,0.022916839424,0.0113159769181
