,eta,v22,v32,v42
0,-5.0,0.0263412579751,0.0121593012428,0.00555725381485
1,-4.47368421053,0.0285968047164,0.0140273802,0.00680516462954
2,-3.94736842105,0.0303807163817,0.016372861599,0.00821408597265
3,-3.42105263158,0.0327256687156,0.0172404963763,0.00901649281068
4,-2.89473684211,0.0343663930703,0.0185252792533,0.00927079192243
5,-2.36842105263,0.0359178353363,0.0193837648021,0.00988795215101
6,-1.84210526316,0.0373186610559,0.0200434977051,0.0104660734853
7,-1.31578947368,0.0387742167437,0.0213441798738,0.0112221521415
8,-0.789473684211,0.0401877277892,0.0222986023146,0.0120013665177
9,-0.263157894737,0.0412866578219,0.023209226276,0.0128485690305
10,0.263157894737,0.0411192597865,0.0228884472577,0.0124929914807
11,0.789473684211,0.0401362861076,0.0221089328143,0.0123016997487
12,1.31578947368,0.0384413156441,0.0209085021264,0.0119652259817
13,1.84210526316,0.0371166630197,0.0197084964737,0.0106166112287
14,2.36842105263,0.035905990169,0.019218666731,0.0104058446784
15,2.89473684211,0.0344038202587,0.0178430289606,0.0093804498473
16,3.42105263158,0.0327740794839,0.0168008710959,0.00891082672689
17,3.94736842105,0.0308537669297,0.0155387439076,0.0080525324433
18,4.47368421053,0.0285007438618,0.0138089097506,0.00684305343906
19,5.0,0.0267669391908,0.0116881884548,0.00562984092168
