,eta,v22,v32,v42
0,-5.0,0.0150739103146,0.0105838416319,0.00491346569459
1,-4.47368421053,0.0168759493659,0.0114852053382,0.00591463039481
2,-3.94736842105,0.0182515412512,0.0132305779515,0.00704537261457
3,-3.42105263158,0.0201245884447,0.0141226024108,0.00762601866623
4,-2.89473684211,0.0218999633036,0.015271125821,0.0082882378236
5,-2.36842105263,0.02298003232,0.0161700382553,0.00903139520021
6,-1.84210526316,0.023969774091,0.0168269825171,0.00945704830187
7,-1.31578947368,0.0254755392183,0.017611732721,0.00971735846435
8,-0.789473684211,0.0265865882874,0.0183386115514,0.0109877892894
9,-0.263157894737,0.0275866611299,0.0198754853673,0.0113748746552
10,0.263157894737,0.0276444152345,0.0196641646034,0.0113970367951
11,0.789473684211,0.0265066039345,0.0188143931378,0.0108284675531
12,1.31578947368,0.0253422946694,0.0181838312574,0.0101350327018
13,1.84210526316,0.0244390417562,0.0168122120608,0.00938922482127
14,2.36842105263,0.023169767495,0.0162273291947,0.00897580663227
15,2.89473684211,0.0222393023467,0.0151509306985,0.00851011875773
16,3.42105263158,0.0210499392301,0.01412669193,0.00757110494448
17,3.94736842105,0.0201116548097,0.01300308185,0.0070336564561
18,4.47368421053,0.0181286531952,0.0116926699316,0.00606322071158
19,5.0,0.0168356718488,0.0102977402766,0.00553179081698
