,eta,v22,v32,v42
0,-5.0,0.0187363446903,0.0141686426883,0.00850936035364
1,-4.47368421053,0.0207422059683,0.015702088601,0.0102757278189
2,-3.94736842105,0.0226969932133,0.0170020591799,0.0115513681134
3,-3.42105263158,0.0245099204576,0.0185804236854,0.0122903824877
4,-2.89473684211,0.0264361642293,0.0198012209979,0.0131771432107
5,-2.36842105263,0.0276038283901,0.021064125882,0.013281419146
6,-1.84210526316,0.0291806666172,0.0217024703597,0.0146172792427
7,-1.31578947368,0.0307579119708,0.0227875688486,0.0149437627049
8,-0.789473684211,0.0319182510102,0.0239681848432,0.0155552702184
9,-0.263157894737,0.0330155115204,0.0252119757516,0.0160669753074
10,0.263157894737,0.0328420959124,0.0253526549475,0.0166659820658
11,0.789473684211,0.0319746384598,0.0245250619781,0.0159425937708
12,1.31578947368,0.0304706314596,0.0233571004112,0.0153113210462
13,1.84210526316,0.0292470608153,0.0220644915319,0.0143213911081
14,2.36842105263,0.0282769087671,0.0210088489658,0.0133936085736
15,2.89473684211,0.026851458179,0.0198699720511,0.0128760268941
16,3.42105263158,0.0257923632855,0.0186463541639,0.0122622476168
17,3.94736842105,0.0237420101281,0.017166265395,0.0111815348905
18,4.47368421053,0.0225433905837,0.0159006280674,0.00990209994626
19,5.0,0.0206540727933,0.014354219792,0.00887225129394
