# #rapidity dN/dY
-8.000000000000000000e+00 1.274307826856540610e-07
-7.599999999999999645e+00 3.287365235749962567e-05
-7.200000000000000178e+00 2.130161041439871273e-03
-6.799999999999999822e+00 4.751723853024703015e-02
-6.400000000000000355e+00 4.192534249948214331e-01
-6.000000000000000000e+00 1.708868208642002173e+00
-5.599999999999999645e+00 3.977170903226135756e+00
-5.199999999999999289e+00 6.408845812708652723e+00
-4.799999999999999822e+00 9.143764865812247677e+00
-4.400000000000000355e+00 1.273242755894001377e+01
-4.000000000000000000e+00 1.730619830268942749e+01
-3.599999999999999645e+00 2.266940003508565127e+01
-3.199999999999999289e+00 2.826857485438133821e+01
-2.799999999999999822e+00 3.355190980311874682e+01
-2.399999999999999467e+00 3.832394088190018522e+01
-2.000000000000000000e+00 4.235492089841245900e+01
-1.599999999999999645e+00 4.524322229574983822e+01
-1.199999999999999289e+00 4.703485175248462724e+01
-7.999999999999998224e-01 4.804154756093623746e+01
-3.999999999999994671e-01 4.848344018300603864e+01
0.000000000000000000e+00 4.860365259180394304e+01
4.000000000000003553e-01 4.848310384989174082e+01
8.000000000000007105e-01 4.804179975250571744e+01
1.200000000000001066e+00 4.703511007809390065e+01
1.600000000000001421e+00 4.524294269450962958e+01
2.000000000000000000e+00 4.235434857706469103e+01
2.400000000000000355e+00 3.832339158952134284e+01
2.800000000000000711e+00 3.355284792399923788e+01
3.200000000000001066e+00 2.827073204958856323e+01
3.600000000000001421e+00 2.267062210333924810e+01
4.000000000000000000e+00 1.730652807390439563e+01
4.400000000000000355e+00 1.273346410150044683e+01
4.800000000000000711e+00 9.143488246581958023e+00
5.200000000000001066e+00 6.408219967414909846e+00
5.600000000000001421e+00 3.963692771054097008e+00
6.000000000000000000e+00 1.708258848141974484e+00
6.400000000000000355e+00 4.149803173574493353e-01
6.800000000000000711e+00 4.742860563357179787e-02
7.200000000000001066e+00 2.126100368081116493e-03
7.600000000000001421e+00 3.345591737906292330e-05
8.000000000000000000e+00 1.266707002073422903e-07
