9.027626079752490540e+00 2.211971419975306929e+01 3.581575443191906771e+01 5.762585887874573842e+01 8.831759170337041098e+01 1.251770883773533001e+02 1.719840869767674292e+02 2.245792807222207443e+02 2.840878017981897870e+02 3.478729814770445614e+02 4.139401552165664384e+02 4.788932618447371965e+02 5.414604250885414558e+02 5.988251793751959440e+02 6.489649920178744651e+02 6.894694116629940481e+02 7.181812138033072870e+02 7.325758752442321793e+02 7.335857592281197412e+02 7.259713559388902695e+02 7.191102878744767395e+02 7.198025547615717414e+02 7.209975400642719023e+02 7.127572242288289317e+02 6.929035675395415410e+02 6.599826391506129539e+02 6.160578946942457605e+02 5.643297938475485580e+02 5.067907942273283766e+02 4.452731817224325255e+02 3.824329239596339676e+02 3.201069060045700780e+02 2.606963815190748051e+02 2.056243411725342014e+02 1.562752497170511958e+02 1.136842855544594073e+02 7.801021708035520419e+01 5.145591174472829010e+01 3.186840194949505900e+01 1.850592207104605791e+01 7.735321044755698594e+00
9.384734943438914456e+00 2.250712228880555799e+01 3.603834255061654801e+01 5.781070569299021855e+01 8.838731819662523037e+01 1.250142731679163575e+02 1.715130067054183769e+02 2.235279121503457702e+02 2.823359707239032446e+02 3.453149295384056927e+02 4.105393072978918099e+02 4.757723727478590376e+02 5.384564234375338856e+02 5.956911237332252540e+02 6.455270354864152296e+02 6.863065422511940596e+02 7.154891333737413106e+02 7.312317697344942644e+02 7.345123084641520563e+02 7.293294770630067205e+02 7.246170085314452081e+02 7.260781621009278979e+02 7.275648225878496760e+02 7.207124591365700326e+02 7.017740081957570055e+02 6.702255234691050418e+02 6.277377644516899409e+02 5.765445865009737645e+02 5.197213916394427997e+02 4.586880853136075871e+02 3.956165629597911675e+02 3.323143554486833295e+02 2.713975561211570380e+02 2.145935257504849574e+02 1.634053057829378304e+02 1.189508871241239234e+02 8.167918772623046664e+01 5.420604896837690490e+01 3.379939468127403046e+01 1.946076194771752199e+01 7.902239614401069367e+00
9.435598525934015157e+00 2.290868058326505263e+01 3.683774039281693291e+01 5.910963560714752418e+01 9.055954330266999364e+01 1.280291101349106668e+02 1.747777963202205171e+02 2.267218720914353014e+02 2.853462439227216123e+02 3.477141152640603536e+02 4.124491170505891091e+02 4.769647073947520539e+02 5.389142914023859703e+02 5.957340186539989872e+02 6.452800864032359414e+02 6.862792264202711294e+02 7.155370475811644155e+02 7.306079819124256574e+02 7.340261887566211954e+02 7.291196424692003575e+02 7.242621818129770190e+02 7.270367182666861936e+02 7.309462613735503282e+02 7.252525633748134624e+02 7.071083905217878964e+02 6.759251443796008516e+02 6.329985253363711308e+02 5.808930089583606104e+02 5.233069546624915347e+02 4.618093894819679122e+02 3.982635300800216100e+02 3.349604917200542218e+02 2.741199893294886465e+02 2.171334020434497631e+02 1.657818947055779120e+02 1.213528408914646519e+02 8.389034356993499841e+01 5.587940933157395307e+01 3.511435253277112878e+01 2.057081979583349707e+01 8.587642758683077915e+00
8.541623177441332260e+00 2.082628800758191190e+01 3.349301396679855714e+01 5.339271219882024155e+01 8.117898863097762785e+01 1.147472754004248543e+02 1.578035391628583568e+02 2.061395562404015891e+02 2.608470858942002906e+02 3.197173043632609506e+02 3.809071534199999860e+02 4.417059403375606053e+02 4.999773266704939942e+02 5.528545727360907449e+02 5.987023641383033237e+02 6.363993402540627358e+02 6.635017076448602893e+02 6.788841662727135144e+02 6.828739217354903985e+02 6.783033518802277513e+02 6.744976486601580064e+02 6.771082893294708356e+02 6.804839603339379437e+02 6.751432563506507449e+02 6.570372137385484166e+02 6.275071926652391312e+02 5.879152347347570640e+02 5.399827367598768433e+02 4.869208719909378260e+02 4.299231509913171863e+02 3.708490147461303650e+02 3.115465757535308171e+02 2.540463372902683261e+02 2.000610918421230053e+02 1.513237833377361596e+02 1.094168868479181924e+02 7.464541369493531420e+01 4.955608449744136124e+01 3.135942653725343376e+01 1.824542704955818451e+01 7.300545430774961986e+00
1.015279802486167071e+01 2.364044749357358555e+01 3.714398562853534713e+01 5.940205117763299114e+01 9.106711096730403199e+01 1.287048495317282857e+02 1.761436928614160706e+02 2.292956182744699447e+02 2.894751789118748206e+02 3.535491446363135992e+02 4.191693205291868480e+02 4.842865967273382353e+02 5.464390701632545415e+02 6.024833127773636079e+02 6.528803741164059602e+02 6.947109240888382828e+02 7.248998328084537661e+02 7.409431404685243479e+02 7.444102742146286573e+02 7.387278667806499470e+02 7.340835488034841774e+02 7.369128407406724364e+02 7.401867570540908901e+02 7.358742149718123073e+02 7.199027565408752025e+02 6.899812466369776303e+02 6.489646884532991180e+02 5.995471364654002855e+02 5.431361153784872613e+02 4.821741613139796527e+02 4.176870817773780118e+02 3.522982850730556379e+02 2.891085542821807621e+02 2.295474621918033620e+02 1.757041058087504837e+02 1.289237787587927926e+02 8.927780841000797807e+01 5.979241811192846967e+01 3.776576167375809234e+01 2.192724552864021703e+01 8.878797202133961619e+00
9.050439639251065316e+00 2.273619171973874131e+01 3.659858594656474651e+01 5.792670097708399624e+01 8.826424895431578932e+01 1.250820377063742939e+02 1.717860315027897968e+02 2.238805184996964215e+02 2.826411536612199029e+02 3.451651061377407927e+02 4.097996919427381499e+02 4.740779717145563268e+02 5.356890036728326550e+02 5.928113375385271411e+02 6.434492120902423267e+02 6.854354871267831868e+02 7.159498302950688640e+02 7.323832153993701013e+02 7.364411057560100744e+02 7.324396087562962521e+02 7.293345579175196463e+02 7.334492235180460966e+02 7.393838445258923002e+02 7.380372803661748549e+02 7.237630299133974177e+02 6.957764205173598384e+02 6.554371812500152146e+02 6.061455466392196740e+02 5.503487927666102451e+02 4.903741162786513996e+02 4.278813256187377760e+02 3.634652339532748329e+02 2.998564145178129365e+02 2.391149699378391915e+02 1.835385655170913424e+02 1.350303290420864357e+02 9.398652853663551809e+01 6.325256971117391203e+01 4.021850991483513837e+01 2.393049426437942273e+01 1.032438101097048033e+01
8.536206810680344148e+00 2.085110580619539888e+01 3.375276425914982781e+01 5.389292623930529658e+01 8.205704281190305949e+01 1.162530370809389666e+02 1.596478325690479494e+02 2.078536149582606640e+02 2.618897340626213577e+02 3.190576872775549191e+02 3.778038810741686575e+02 4.357023371540951757e+02 4.912023604540848396e+02 5.419750445113108981e+02 5.860740584657526142e+02 6.220685959723174392e+02 6.479441801670602672e+02 6.602800217300540453e+02 6.610108424717125217e+02 6.545682314973871598e+02 6.496148673501321582e+02 6.508584609799348755e+02 6.537355821122315547e+02 6.496157296283829510e+02 6.339634452707147148e+02 6.060959782781620788e+02 5.689245019872324747e+02 5.242013485058558899e+02 4.734986081704705043e+02 4.188581546547525818e+02 3.617944241608215634e+02 3.042591874877250007e+02 2.486133573051154713e+02 1.965483416324480288e+02 1.499105628568709392e+02 1.097379390151317864e+02 7.601630404510289907e+01 5.099620511861051853e+01 3.233300237284157674e+01 1.911794608791121419e+01 8.049568497199880213e+00
7.733394046987760895e+00 1.924844544860318507e+01 3.151990182740868107e+01 5.083938177060799291e+01 7.804144261225076207e+01 1.111748641274233762e+02 1.533403844229308106e+02 2.006064820163794877e+02 2.538140114525211288e+02 3.107641848754598186e+02 3.704668600347308143e+02 4.306429429605242944e+02 4.888143127668143961e+02 5.425190025476096025e+02 5.906709310382805143e+02 6.301542032200786707e+02 6.584952802183003087e+02 6.746910141000803378e+02 6.793046163319642119e+02 6.762184661165442776e+02 6.748973143760964604e+02 6.810227696219390054e+02 6.882870312375314370e+02 6.876868288696159652e+02 6.757092057899038764e+02 6.501653621797212281e+02 6.131781848337810743e+02 5.682355954085298890e+02 5.168218324477790020e+02 4.598232526924008994e+02 3.995340204232697374e+02 3.379724307267151744e+02 2.778830083254472925e+02 2.207942436732213309e+02 1.686650647045713356e+02 1.232431241257522743e+02 8.507244865864915084e+01 5.678996928174066028e+01 3.583492798734165063e+01 2.105102416647480723e+01 8.830277915076965911e+00
6.446051808182305720e+00 1.639895847522451078e+01 2.716462929845493690e+01 4.415712225450332085e+01 6.833228778977692741e+01 9.805656823549108481e+01 1.359025293133958030e+02 1.784907151745242118e+02 2.269610162806656035e+02 2.791593276156590377e+02 3.340698051345196404e+02 3.895318734605539817e+02 4.437586115425701792e+02 4.946315572216353758e+02 5.403786658274676711e+02 5.788232179878945090e+02 6.077787154172317514e+02 6.258756288686519156e+02 6.333180744920451843e+02 6.331856325330525124e+02 6.329535785838219226e+02 6.371604773554521444e+02 6.426613399696375382e+02 6.410156350139942560e+02 6.288461891217843913e+02 6.041756990099503355e+02 5.689327857766858187e+02 5.255611889308680702e+02 4.760902560856777086e+02 4.219068193673094243e+02 3.651249132572655753e+02 3.082656964335900511e+02 2.530532839439987072e+02 2.008544377142934820e+02 1.535954867573258582e+02 1.125193139641278606e+02 7.779621940065709396e+01 5.203105733460748183e+01 3.301480717330569092e+01 1.963550806543856808e+01 8.427254770010165430e+00
7.890008585282968667e+00 1.956923258903117357e+01 3.167954304932692366e+01 5.024216390860903658e+01 7.590926349007511931e+01 1.067563967556087476e+02 1.460636438716263399e+02 1.896858151567294044e+02 2.384348005427742407e+02 2.900595612892547024e+02 3.432516403996453960e+02 3.960263984010646254e+02 4.466627833842900941e+02 4.931579602428373050e+02 5.338794624430023532e+02 5.674304626351723755e+02 5.903708320414560831e+02 6.013360876714633605e+02 6.016041461017345000e+02 5.963728910140260950e+02 5.936175335513427171e+02 5.973380389112710418e+02 6.027118982282836441e+02 6.021657873060532893e+02 5.915332095814401328e+02 5.689988585298589214e+02 5.356716572828003109e+02 4.952753187325868112e+02 4.502860496848375647e+02 4.011755710256559269e+02 3.500259548689966778e+02 2.979234855249461589e+02 2.466460089428136939e+02 1.974488457432198913e+02 1.522519918990940369e+02 1.126226180311516316e+02 7.886463696480274166e+01 5.333627813828062614e+01 3.404825903973947732e+01 2.045369838516027627e+01 8.973753036198155897e+00
