1.000813865639122113e+00 1.000755887612589490e+00 1.000695598149223153e+00 1.000634445212610801e+00 1.000572997554264543e+00 1.000511158244538068e+00 1.000448879081592635e+00 1.000386425819957736e+00 1.000324100920364279e+00 1.000261920633555235e+00 1.000199808368573251e+00 1.000138032865954374e+00 1.000077466008497451e+00 1.000019005560399910e+00 9.999622690577707473e-01 9.999065953475182456e-01 9.998524383144726801e-01 9.998011599603693345e-01 9.997536983767191243e-01 9.997099309380517163e-01 9.996694162052933708e-01 9.996318866826103822e-01 9.995972320273635026e-01 9.995652131759718007e-01 9.995353457787666818e-01 9.995071801625533547e-01 9.994806844089179076e-01 9.994560516703838715e-01 9.994333535802473190e-01 9.994124643748173442e-01
1.000755887612589490e+00 1.000704414673211584e+00 1.000650493554385401e+00 1.000595364577363977e+00 1.000539571573056952e+00 1.000483125975934584e+00 1.000426053873360699e+00 1.000368609681621779e+00 1.000311067183507818e+00 1.000253415739052798e+00 1.000195547196562673e+00 1.000137681312534443e+00 1.000080613170766686e+00 1.000025182898020226e+00 9.999711402045644570e-01 9.999180082959913118e-01 9.998662492831008608e-01 9.998170658292448998e-01 9.997712818427805237e-01 9.997288023189127015e-01 9.996892430019919118e-01 9.996523858223430592e-01 9.996181622889901419e-01 9.995863748284883332e-01 9.995565829665779001e-01 9.995283736380743411e-01 9.995017064294702269e-01 9.994767454106455729e-01 9.994535646022488784e-01 9.994320853038731745e-01
1.000695598149223153e+00 1.000650493554385401e+00 1.000602913947663097e+00 1.000553881822447311e+00 1.000503888528607277e+00 1.000453013957600223e+00 1.000401329855797883e+00 1.000349072887717350e+00 1.000296486483841285e+00 1.000243544903589132e+00 1.000190126850452055e+00 1.000136409298143514e+00 1.000083097155441525e+00 1.000030957788395680e+00 9.999798623509620343e-01 9.999295089536633929e-01 9.998803662037679674e-01 9.998334843396637917e-01 9.997895805063858887e-01 9.997485937531138678e-01 9.997102031949437473e-01 9.996742385229920869e-01 9.996406663279614468e-01 9.996093286058235217e-01 9.995798363008465692e-01 9.995518211975196188e-01 9.995252370140329523e-01 9.995002188539144905e-01 9.994768395543017769e-01 9.994550588173016781e-01
1.000634445212610801e+00 1.000595364577363977e+00 1.000553881822447311e+00 1.000510843907172598e+00 1.000466668500599621e+00 1.000421437185841755e+00 1.000375220233551854e+00 1.000328230570594945e+00 1.000280682430578327e+00 1.000232546122609589e+00 1.000183703346711583e+00 1.000134293329774327e+00 1.000084918019527258e+00 1.000036257631530034e+00 9.999882932566807048e-01 9.999408874038494544e-01 9.998945149845258618e-01 9.998500845902134060e-01 9.998082160723847922e-01 9.997688856116799805e-01 9.997318379151940437e-01 9.996969509273107013e-01 9.996642257236736384e-01 9.996335444569697248e-01 9.996045720475803531e-01 9.995769875009078431e-01 9.995507356284361045e-01 9.995259168978840592e-01 9.995025977853037036e-01 9.994807719642674337e-01
1.000572997554264543e+00 1.000539571573056952e+00 1.000503888528607277e+00 1.000466668500599621e+00 1.000428247493432732e+00 1.000388660201916746e+00 1.000347938951164695e+00 1.000306261174346067e+00 1.000263805556047325e+00 1.000220544132991440e+00 1.000176373335350366e+00 1.000131398928058690e+00 1.000086112087056112e+00 1.000041095931279100e+00 9.999964282654535408e-01 9.999521218358644603e-01 9.999086556817246008e-01 9.998668071851369854e-01 9.998271077328410028e-01 9.997895719941820580e-01 9.997540107480826777e-01 9.997203520370618879e-01 9.996886341548878452e-01 9.996587812795381112e-01 9.996305120783052223e-01 9.996035520375829986e-01 9.995778328598542428e-01 9.995534143521700443e-01 9.995303524293731590e-01 9.995086731522507817e-01
1.000511158244538068e+00 1.000483125975934584e+00 1.000453013957600223e+00 1.000421437185841755e+00 1.000388660201916746e+00 1.000354672919210541e+00 1.000319464930170099e+00 1.000283156064051493e+00 1.000245868026597762e+00 1.000207571272791363e+00 1.000168182760911462e+00 1.000127778618206120e+00 1.000086739535198443e+00 1.000045548657780392e+00 1.000004364858394501e+00 9.999633314030793585e-01 9.999229247228460515e-01 9.998837980189977381e-01 9.998464004430107632e-01 9.998107859894057592e-01 9.997768318835915657e-01 9.997445189211561223e-01 9.997139266677346203e-01 9.996850236248665533e-01 9.996575807936662894e-01 9.996313682915649590e-01 9.996063025750944186e-01 9.995824002953309639e-01 9.995597054377143298e-01 9.995382767380940336e-01
1.000448879081592635e+00 1.000426053873360699e+00 1.000401329855797883e+00 1.000375220233551854e+00 1.000347938951164695e+00 1.000319464930170099e+00 1.000289762077642086e+00 1.000258871093875568e+00 1.000226832486641459e+00 1.000193603936975428e+00 1.000159118349757792e+00 1.000123422427673381e+00 1.000086793597882329e+00 1.000049618736289503e+00 1.000012121822372091e+00 9.999745542739778559e-01 9.999373799389563722e-01 9.999011311578324124e-01 9.998661781200455234e-01 9.998326142098159508e-01 9.998003831641739669e-01 9.997695214204801450e-01 9.997401543897730392e-01 9.997122973500380816e-01 9.996857717527357634e-01 9.996603901050873375e-01 9.996360530163796998e-01 9.996127339199866180e-01 9.995904656808517474e-01 9.995693418310294120e-01
1.000386425819957736e+00 1.000368609681621779e+00 1.000349072887717350e+00 1.000328230570594945e+00 1.000306261174346067e+00 1.000283156064051493e+00 1.000258871093875568e+00 1.000233373026730543e+00 1.000206623182449350e+00 1.000178549346446344e+00 1.000149073951591694e+00 1.000118203207663869e+00 1.000086123625625323e+00 1.000053135864033660e+00 1.000019517751480791e+00 9.999856104736403184e-01 9.999518550774795234e-01 9.999186618887144773e-01 9.998863214826353429e-01 9.998549650674367628e-01 9.998246018634431298e-01 9.997953256138396583e-01 9.997673108153773969e-01 9.997406214031989702e-01 9.997151283098066887e-01 9.996906852098643714e-01 9.996671766423937955e-01 9.996445328766494498e-01 9.996227773309349640e-01 9.996020423774031327e-01
1.000324100920364279e+00 1.000311067183507818e+00 1.000296486483841285e+00 1.000280682430578327e+00 1.000263805556047325e+00 1.000245868026597762e+00 1.000226832486641459e+00 1.000206623182449350e+00 1.000185150629088193e+00 1.000162291990044361e+00 1.000137914384447546e+00 1.000111962469395710e+00 1.000084547269827873e+00 1.000055897631157320e+00 1.000026338444519380e+00 9.999962866188769617e-01 9.999661505533554706e-01 9.999362137913417881e-01 9.999066833509403507e-01 9.998777250043583420e-01 9.998494111341621471e-01 9.998218927297555236e-01 9.997953945936858267e-01 9.997700302408932815e-01 9.997457202202489901e-01 9.997223594047234263e-01 9.996998163609128740e-01 9.996779781679128174e-01 9.996568610784359876e-01 9.996366419288640337e-01
1.000261920633555235e+00 1.000253415739052798e+00 1.000243544903589132e+00 1.000232546122609589e+00 1.000220544132991440e+00 1.000207571272791363e+00 1.000193603936975428e+00 1.000178549346446344e+00 1.000162291990044361e+00 1.000144652657990907e+00 1.000125422564618560e+00 1.000104473375704517e+00 1.000081842715749847e+00 1.000057688931468070e+00 1.000032376070634221e+00 1.000006385484317084e+00 9.999800861957505171e-01 9.999536336639613943e-01 9.999271497305695089e-01 9.999008303255179086e-01 9.998748068321241522e-01 9.998492829816587601e-01 9.998245289566610738e-01 9.998007052368271808e-01 9.997777837068783091e-01 9.997557025656658158e-01 9.997343157952233161e-01 9.997134681775674547e-01 9.996931709998959636e-01 9.996736497469064231e-01
