1.000195686223645408e+00 1.000183928108546727e+00 1.000171762164670630e+00 1.000159153157861081e+00 1.000146062782835799e+00 1.000132442634879881e+00 1.000118238345520716e+00 1.000103422552946819e+00 1.000087987728221384e+00 1.000072070254583334e+00 1.000055886951046080e+00 1.000039626248628188e+00 1.000023454350067675e+00 1.000007547567486776e+00 9.999918651462152974e-01 9.999763389795705004e-01 9.999612127181852772e-01 9.999469787074474203e-01 9.999340040440185540e-01 9.999223476869988358e-01 9.999119631258002183e-01 9.999026553527148309e-01 9.998941488993440263e-01 9.998863146804148894e-01 9.998793175660347643e-01 9.998733303178610754e-01 9.998682511357906977e-01 9.998638714717195120e-01 9.998601012770401697e-01 9.998570068285524970e-01
1.000183928108546727e+00 1.000173946443487560e+00 1.000163461969082679e+00 1.000152399227537403e+00 1.000140709133764405e+00 1.000128353482805821e+00 1.000115295692526329e+00 1.000101544414721211e+00 1.000087122122938377e+00 1.000072143909331190e+00 1.000056778593313878e+00 1.000041189509938588e+00 1.000025554129747807e+00 1.000010063152827700e+00 9.999947030467911668e-01 9.999794360005294092e-01 9.999645096332294703e-01 9.999503948380725760e-01 9.999374421620893516e-01 9.999257097439901987e-01 9.999151547857401123e-01 9.999056099945791143e-01 9.998968428529645402e-01 9.998887502362213686e-01 9.998814895473591147e-01 9.998752220675083402e-01 9.998698370521618140e-01 9.998651177683437474e-01 9.998609687078295893e-01 9.998574545003744429e-01
1.000171762164670630e+00 1.000163461969082679e+00 1.000154596156629161e+00 1.000145044424077145e+00 1.000134740588563664e+00 1.000123649176038798e+00 1.000111746310778482e+00 1.000099076178746715e+00 1.000085691644613917e+00 1.000071687679210397e+00 1.000057186710195278e+00 1.000042328048919682e+00 1.000027300480213377e+00 1.000012308235046943e+00 9.999973607041182655e-01 9.999824448006091604e-01 9.999678086022573131e-01 9.999539005113231571e-01 9.999410545413847107e-01 9.999293303586381798e-01 9.999186916728366459e-01 9.999089987390937795e-01 9.999000598698117859e-01 9.998917959871453931e-01 9.998843554483575202e-01 9.998778868314145418e-01 9.998722717449601838e-01 9.998672875974586871e-01 9.998628348237009744e-01 9.998589765827375908e-01
1.000159153157861081e+00 1.000152399227537403e+00 1.000145044424077145e+00 1.000136940044547451e+00 1.000128000165497966e+00 1.000118175826852029e+00 1.000107443824745479e+00 1.000095880223621059e+00 1.000083566578183536e+00 1.000070580736077019e+00 1.000057004118185322e+00 1.000042954796069639e+00 1.000028631350170727e+00 1.000014248675497264e+00 9.999998322654710670e-01 9.999853855113315371e-01 9.999711527221342156e-01 9.999575601246698531e-01 9.999449262882619260e-01 9.999333145243500809e-01 9.999226972864380114e-01 9.999129600121470229e-01 9.999039464060880400e-01 9.998955980974908453e-01 9.998880552635758256e-01 9.998814552414456713e-01 9.998756745936611123e-01 9.998704879597867246e-01 9.998657941671588167e-01 9.998616565331576167e-01
1.000146062782835799e+00 1.000140709133764405e+00 1.000134740588563664e+00 1.000128000165497966e+00 1.000120385690048908e+00 1.000111826442066310e+00 1.000102290904576696e+00 1.000091875222998139e+00 1.000080679435111142e+00 1.000068766813366317e+00 1.000056186688426108e+00 1.000043040300399699e+00 1.000029533129739523e+00 1.000015886420900779e+00 1.000002134761464712e+00 9.999882899440836193e-01 9.999745879384395186e-01 9.999614323158017015e-01 9.999491263320542389e-01 9.999377375356646169e-01 9.999272479618552811e-01 9.999175670264651705e-01 9.999085711701003465e-01 9.999002208804597114e-01 9.998926479254384159e-01 9.998859787667985222e-01 9.998800888421776056e-01 9.998747555154527955e-01 9.998698791725032509e-01 9.998655232791230363e-01
1.000132442634879881e+00 1.000128353482805821e+00 1.000123649176038798e+00 1.000118175826852029e+00 1.000111826442066310e+00 1.000104520228858540e+00 1.000096218601546738e+00 1.000087014186868739e+00 1.000077002092074618e+00 1.000066231471622658e+00 1.000054731877146219e+00 1.000042593704535854e+00 1.000030025177629733e+00 1.000017248506381629e+00 1.000004301826780573e+00 9.999911994422939765e-01 9.999781643104144191e-01 9.999655745039115473e-01 9.999537156614658473e-01 9.999426576984322690e-01 9.999323910696772399e-01 9.999228515556934926e-01 9.999139528649289010e-01 9.999056760928429766e-01 9.998981407133685773e-01 9.998914588486981225e-01 9.998855100913955907e-01 9.998800836489885047e-01 9.998750851309462506e-01 9.998705742679443453e-01
1.000118238345520716e+00 1.000115295692526329e+00 1.000111746310778482e+00 1.000107443824745479e+00 1.000102290904576696e+00 1.000096218601546738e+00 1.000089189087924879e+00 1.000081266436336769e+00 1.000072514972522031e+00 1.000062967851598428e+00 1.000052644861259443e+00 1.000041629854034886e+00 1.000030128865720291e+00 1.000018359389218014e+00 1.000006359563441860e+00 9.999941429709223728e-01 9.999819151597061362e-01 9.999700237566048200e-01 9.999587325931731385e-01 9.999481111282236823e-01 9.999381564814433521e-01 9.999288348380557245e-01 9.999201048033531380e-01 9.999119713639847973e-01 9.999045362030752893e-01 9.998978919221904738e-01 9.998919279428403195e-01 9.998864557458498892e-01 9.998813900460407078e-01 9.998767816448421719e-01
1.000103422552946819e+00 1.000101544414721211e+00 1.000099076178746715e+00 1.000095880223621059e+00 1.000091875222998139e+00 1.000087014186868739e+00 1.000081266436336769e+00 1.000074665326422529e+00 1.000067241287454500e+00 1.000059006541665019e+00 1.000049965329211199e+00 1.000040189805252666e+00 1.000029879216102424e+00 1.000019242184343238e+00 1.000008316789556595e+00 9.999971167209998901e-01 9.999858270194968979e-01 9.999747583865203904e-01 9.999641479925656107e-01 9.999540644938738065e-01 9.999445125162029768e-01 9.999354898390839796e-01 9.999270012355000459e-01 9.999190756432601024e-01 9.999117946061852891e-01 9.999052292207112336e-01 9.998992825100447845e-01 9.998937945092515323e-01 9.998886924305603330e-01 9.998840175829479815e-01
1.000087987728221384e+00 1.000087122122938377e+00 1.000085691644613917e+00 1.000083566578183536e+00 1.000080679435111142e+00 1.000077002092074618e+00 1.000072514972522031e+00 1.000067241287454500e+00 1.000061197258807155e+00 1.000054366983976317e+00 1.000046718732065854e+00 1.000038298887772958e+00 1.000029295199397650e+00 1.000019904304696006e+00 1.000010167287891383e+00 1.000000102527576429e+00 9.999898727882292615e-01 9.999797442001621128e-01 9.999699220604111316e-01 9.999604764358428488e-01 9.999514229185837433e-01 9.999427889392494828e-01 9.999346198721484891e-01 9.999269651679800752e-01 9.999198871609364936e-01 9.999134368078750335e-01 9.999075325625935706e-01 9.999020450157414253e-01 9.998969167870752628e-01 9.998921839641884413e-01
1.000072070254583334e+00 1.000072143909331190e+00 1.000071687679210397e+00 1.000070580736077019e+00 1.000068766813366317e+00 1.000066231471622658e+00 1.000062967851598428e+00 1.000059006541665019e+00 1.000054366983976317e+00 1.000049003301072048e+00 1.000042836488127085e+00 1.000035876836399273e+00 1.000028291250709911e+00 1.000020256631746429e+00 1.000011819136813473e+00 1.000003006627755875e+00 9.999939587403633423e-01 9.999848909902837590e-01 9.999759727163120004e-01 9.999672772523816588e-01 9.999588340223946048e-01 9.999506974777504498e-01 9.999429472899629134e-01 9.999356493332596241e-01 9.999288471203487960e-01 9.999225723402133115e-01 9.999167603730267917e-01 9.999113140697576396e-01 9.999061943393462437e-01 9.999014366761234118e-01
