Path: /HepData/8463/d4-x1-y1
pT-differential invariant yield of pion+ and pion- for centrality 20-30%
Location: Figure 4A
CENTRALITY : 20.0 - 30.0 pct
RE : PB PB --> PI+ X : PB PB --> PI- X
SQRT(S)/NUCLEON : 2760.0 GeV
YRAP : -0.5 - 0.5
x : PT IN GEV
y : (1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP IN GEV**-2
xdesc   x   xlow    xhigh   y   dy+ dy- dy+ dy- y   dy+ dy- dy+ dy- 
    0.11    0.1 0.12    661.4   +3.7    -3.7    +79.2   -79.2   640.1   +3.6    -3.6    +74.6   -74.6
    0.13    0.12    0.14    591.0   +2.4    -2.4    +64.1   -64.1   571.3   +2.3    -2.3    +61.9   -61.9
    0.15    0.14    0.16    535.0   +1.9    -1.9    +57.9   -57.9   516.0   +1.8    -1.8    +55.7   -55.7
    0.17    0.16    0.18    480.8   +1.6    -1.6    +51.9   -51.9   469.0   +1.5    -1.5    +50.6   -50.6
    0.19    0.18    0.2 428.2   +1.3    -1.3    +46.1   -46.1   419.3   +1.3    -1.3    +45.3   -45.3
    0.225   0.2 0.25    347.9   +0.8    -0.8    +23.6   -23.6   339.5   +0.7    -0.7    +23.4   -23.4
    0.275   0.25    0.3 263.1   +0.6    -0.6    +17.8   -17.8   261.4   +0.6    -0.6    +17.8   -17.8
    0.325   0.3 0.35    202.3   +0.5    -0.5    +14.4   -14.4   203.0   +0.5    -0.5    +14.6   -14.6
    0.375   0.35    0.4 158.4   +0.4    -0.4    +10.4   -10.4   159.7   +0.4    -0.4    +10.7   -10.7
    0.425   0.4 0.45    125.5   +0.3    -0.3    +8.1    -8.1    127.0   +0.3    -0.3    +8.3    -8.3
    0.475   0.45    0.5 99.49   +0.28   -0.28   +6.38   -6.38   100.6   +0.3    -0.3    +6.5    -6.5
    0.525   0.5 0.55    79.02   +0.21   -0.21   +3.78   -3.78   79.52   +0.21   -0.21   +3.85   -3.85
    0.575   0.55    0.6 64.19   +0.18   -0.18   +2.98   -2.98   64.5    +0.18   -0.18   +2.99   -2.99
    0.625   0.6 0.65    52.34   +0.18   -0.18   +2.64   -2.64   53.17   +0.18   -0.18   +2.73   -2.73
    0.675   0.65    0.7 43.14   +0.16   -0.16   +2.16   -2.16   43.52   +0.16   -0.16   +2.2    -2.2
    0.725   0.7 0.75    35.73   +0.15   -0.15   +1.78   -1.78   36.04   +0.15   -0.15   +1.78   -1.78
    0.775   0.75    0.8 29.66   +0.13   -0.13   +1.48   -1.48   29.83   +0.13   -0.13   +1.48   -1.48
    0.825   0.8 0.85    24.74   +0.12   -0.12   +1.23   -1.23   24.83   +0.12   -0.12   +1.22   -1.22
    0.875   0.85    0.9 20.78   +0.11   -0.11   +1.03   -1.03   20.76   +0.11   -0.11   +1.01   -1.01
    0.925   0.9 0.95    17.55   +0.1    -0.1    +0.86   -0.86   17.58   +0.1    -0.1    +0.85   -0.85
    0.975   0.95    1.0 14.66   +0.09   -0.09   +0.72   -0.72   14.91   +0.09   -0.09   +0.72   -0.72
    1.05    1.0 1.1 11.43   +0.06   -0.06   +0.56   -0.56   11.47   +0.05   -0.05   +0.56   -0.56
    1.15    1.1 1.2 8.187   +0.045  -0.045  +0.405  -0.405  8.215   +0.045  -0.045  +0.393  -0.393
    1.25    1.2 1.3 5.958   +0.025  -0.025  +0.363  -0.363  5.984   +0.025  -0.025  +0.36   -0.36
    1.35    1.3 1.4 4.355   +0.02   -0.02   +0.266  -0.266  4.338   +0.02   -0.02   +0.263  -0.263
    1.45    1.4 1.5 3.179   +0.016  -0.016  +0.196  -0.196  3.203   +0.016  -0.016  +0.196  -0.196
    1.55    1.5 1.6 2.359   +0.014  -0.014  +0.147  -0.147  2.377   +0.014  -0.014  +0.147  -0.147
    1.65    1.6 1.7 1.746   +0.013  -0.013  +0.11   -0.11   1.743   +0.013  -0.013  +0.109  -0.109
    1.75    1.7 1.8 1.309   +0.009  -0.009  +0.084  -0.084  1.291   +0.009  -0.009  +0.083  -0.083
    1.85    1.8 1.9 0.9662  +0.0075 -0.0075 +0.0636 -0.0636 0.9718  +0.0075 -0.0075 +0.0635 -0.0635
    1.95    1.9 2.0 0.7334  +0.0081 -0.0081 +0.0495 -0.0495 0.7268  +0.008  -0.008  +0.0487 -0.0487
    2.05    2.0 2.1 0.5608  +0.0064 -0.0064 +0.0389 -0.0389 0.5583  +0.0063 -0.0063 +0.0384 -0.0384
    2.15    2.1 2.2 0.4263  +0.0061 -0.0061 +0.0305 -0.0305 0.4256  +0.006  -0.006  +0.0302 -0.0302
    2.25    2.2 2.3 0.3347  +0.0041 -0.0041 +0.0248 -0.0248 0.3265  +0.004  -0.004  +0.024  -0.024
    2.35    2.3 2.4 0.2534  +0.0033 -0.0033 +0.0194 -0.0194 0.2515  +0.0033 -0.0033 +0.0191 -0.0191
    2.45    2.4 2.5 0.1971  +0.0046 -0.0046 +0.0157 -0.0157 0.203   +0.0047 -0.0047 +0.0161 -0.0161
    2.55    2.5 2.6 0.152   +0.0037 -0.0037 +0.0126 -0.0126 0.1541  +0.0037 -0.0037 +0.0127 -0.0127
    2.65    2.6 2.7 0.1224  +0.0039 -0.0039 +0.0106 -0.0106 0.122   +0.0038 -0.0038 +0.0105 -0.0105
