    #   e/T^4            T/Tc         T (MeV)           s/T^3           p/T^4            cs^2
    4.928211       12.962963     3500.000000        6.550913        1.622702        0.329751
    4.928509       13.000000     3510.000000        6.551336        1.622827        0.329752
    4.928805       13.037037     3520.000000        6.551757        1.622952        0.329752
    4.929099       13.074074     3530.000000        6.552174        1.623075        0.329752
    4.929391       13.111111     3540.000000        6.552588        1.623197        0.329752
    4.929681       13.148148     3550.000000        6.552999        1.623318        0.329753
    4.929969       13.185185     3560.000000        6.553407        1.623438        0.329753
    4.930254       13.222222     3570.000000        6.553812        1.623558        0.329754
    4.930538       13.259259     3580.000000        6.554214        1.623676        0.329754
    4.930820       13.296296     3590.000000        6.554613        1.623793        0.329755
    4.931099       13.333333     3600.000000        6.555008        1.623909        0.329755
    4.931377       13.370370     3610.000000        6.555401        1.624024        0.329756
    4.931653       13.407407     3620.000000        6.555791        1.624139        0.329757
    4.931927       13.444444     3630.000000        6.556179        1.624252        0.329757
    4.932198       13.481481     3640.000000        6.556563        1.624365        0.329758
    4.932469       13.518519     3650.000000        6.556945        1.624476        0.329759
    4.932737       13.555556     3660.000000        6.557324        1.624587        0.329760
    4.933003       13.592593     3670.000000        6.557700        1.624697        0.329761
    4.933268       13.629630     3680.000000        6.558074        1.624806        0.329763
    4.933530       13.666667     3690.000000        6.558445        1.624914        0.329764
    4.933791       13.703704     3700.000000        6.558813        1.625022        0.329765
    4.934051       13.740741     3710.000000        6.559179        1.625129        0.329767
    4.934308       13.777778     3720.000000        6.559543        1.625235        0.329768
    4.934564       13.814815     3730.000000        6.559904        1.625340        0.329770
    4.934818       13.851852     3740.000000        6.560262        1.625444        0.329771
    4.935071       13.888889     3750.000000        6.560618        1.625548        0.329773
    4.935321       13.925926     3760.000000        6.560972        1.625651        0.329775
    4.935571       13.962963     3770.000000        6.561324        1.625753        0.329777
    4.935818       14.000000     3780.000000        6.561673        1.625855        0.329779
    4.936064       14.037037     3790.000000        6.562020        1.625955        0.329781
    4.936309       14.074074     3800.000000        6.562364        1.626056        0.329784
    4.936552       14.111111     3810.000000        6.562707        1.626155        0.329786
    4.936793       14.148148     3820.000000        6.563048        1.626254        0.329789
    4.937033       14.185185     3830.000000        6.563386        1.626353        0.329791
    4.937272       14.222222     3840.000000        6.563722        1.626451        0.329794
    4.937509       14.259259     3850.000000        6.564057        1.626548        0.329797
    4.937744       14.296296     3860.000000        6.564389        1.626644        0.329800
    4.937979       14.333333     3870.000000        6.564719        1.626741        0.329803
    4.938212       14.370370     3880.000000        6.565048        1.626836        0.329807
    4.938443       14.407407     3890.000000        6.565374        1.626931        0.329810
    4.938673       14.444444     3900.000000        6.565699        1.627026        0.329814
    4.938902       14.481481     3910.000000        6.566022        1.627120        0.329818
    4.939130       14.518519     3920.000000        6.566344        1.627214        0.329822
    4.939356       14.555556     3930.000000        6.566663        1.627307        0.329826
    4.939581       14.592593     3940.000000        6.566981        1.627400        0.329830
    4.939805       14.629630     3950.000000        6.567297        1.627492        0.329834
    4.940028       14.666667     3960.000000        6.567612        1.627584        0.329839
    4.940249       14.703704     3970.000000        6.567925        1.627675        0.329843
    4.940470       14.740741     3980.000000        6.568236        1.627767        0.329848
    4.940689       14.777778     3990.000000        6.568546        1.627857        0.329853
    4.940907       14.814815     4000.000000        6.568855        1.627948        0.329859
    4.941124       14.851852     4010.000000        6.569162        1.628038        0.329864
    4.941340       14.888889     4020.000000        6.569468        1.628128        0.329869
    4.941555       14.925926     4030.000000        6.569772        1.628217        0.329875
    4.941769       14.962963     4040.000000        6.570075        1.628306        0.329881
    4.941982       15.000000     4050.000000        6.570377        1.628395        0.329887
    4.942194       15.037037     4060.000000        6.570678        1.628484        0.329893
    4.942405       15.074074     4070.000000        6.570977        1.628573        0.329900
    4.942615       15.111111     4080.000000        6.571276        1.628661        0.329907
    4.942824       15.148148     4090.000000        6.571573        1.628749        0.329913
    4.943032       15.185185     4100.000000        6.571869        1.628837        0.329920
    4.943239       15.222222     4110.000000        6.572164        1.628925        0.329928
    4.943446       15.259259     4120.000000        6.572458        1.629012        0.329935
    4.943651       15.296296     4130.000000        6.572751        1.629099        0.329943
    4.943856       15.333333     4140.000000        6.573043        1.629187        0.329951
    4.944060       15.370370     4150.000000        6.573334        1.629274        0.329959
    4.944264       15.407407     4160.000000        6.573625        1.629361        0.329967
    4.944466       15.444444     4170.000000        6.573914        1.629448        0.329976
    4.944668       15.481481     4180.000000        6.574203        1.629535        0.329984
    4.944869       15.518519     4190.000000        6.574491        1.629622        0.329993
    4.945070       15.555556     4200.000000        6.574778        1.629708        0.330003
    4.945270       15.592593     4210.000000        6.575065        1.629795        0.330012
    4.945469       15.629630     4220.000000        6.575351        1.629882        0.330022
    4.945667       15.666667     4230.000000        6.575636        1.629969        0.330032
    4.945865       15.703704     4240.000000        6.575921        1.630055        0.330042
    4.946063       15.740741     4250.000000        6.576205        1.630142        0.330052
    4.946260       15.777778     4260.000000        6.576489        1.630229        0.330063
    4.946456       15.814815     4270.000000        6.576772        1.630316        0.330074
    4.946652       15.851852     4280.000000        6.577055        1.630403        0.330085
    4.946847       15.888889     4290.000000        6.577338        1.630490        0.330096
    4.947042       15.925926     4300.000000        6.577620        1.630578        0.330108
    4.947237       15.962963     4310.000000        6.577902        1.630665        0.330120
    4.947431       16.000000     4320.000000        6.578184        1.630753        0.330132
    4.947625       16.037037     4330.000000        6.578465        1.630840        0.330144
    4.947818       16.074074     4340.000000        6.578746        1.630928        0.330157
    4.948011       16.111111     4350.000000        6.579027        1.631016        0.330170
    4.948204       16.148148     4360.000000        6.579308        1.631105        0.330183
    4.948396       16.185185     4370.000000        6.579589        1.631193        0.330197
    4.948588       16.222222     4380.000000        6.579870        1.631282        0.330210
    4.948780       16.259259     4390.000000        6.580151        1.631371        0.330225
    4.948972       16.296296     4400.000000        6.580432        1.631460        0.330239
    4.949163       16.333333     4410.000000        6.580713        1.631550        0.330254
    4.949354       16.370370     4420.000000        6.580994        1.631640        0.330268
    4.949545       16.407407     4430.000000        6.581275        1.631730        0.330284
    4.949736       16.444444     4440.000000        6.581557        1.631821        0.330299
    4.949927       16.481481     4450.000000        6.581838        1.631912        0.330315
    4.950117       16.518519     4460.000000        6.582120        1.632003        0.330331
    4.950308       16.555556     4470.000000        6.582402        1.632094        0.330348
    4.950499       16.592593     4480.000000        6.582685        1.632186        0.330364
    4.950689       16.629630     4490.000000        6.582968        1.632279        0.330381
    4.950879       16.666667     4500.000000        6.583251        1.632372        0.330399
    4.951070       16.703704     4510.000000        6.583535        1.632465        0.330416
    4.951260       16.740741     4520.000000        6.583819        1.632559        0.330434
    4.951451       16.777778     4530.000000        6.584104        1.632653        0.330453
    4.951642       16.814815     4540.000000        6.584389        1.632748        0.330471
    4.951832       16.851852     4550.000000        6.584675        1.632843        0.330490
    4.952023       16.888889     4560.000000        6.584962        1.632939        0.330509
    4.952214       16.925926     4570.000000        6.585249        1.633035        0.330529
    4.952405       16.962963     4580.000000        6.585537        1.633132        0.330549
    4.952596       17.000000     4590.000000        6.585825        1.633229        0.330569
    4.952788       17.037037     4600.000000        6.586115        1.633327        0.330590
    4.952980       17.074074     4610.000000        6.586405        1.633426        0.330611
    4.953172       17.111111     4620.000000        6.586696        1.633525        0.330632
    4.953364       17.148148     4630.000000        6.586988        1.633625        0.330654
    4.953556       17.185185     4640.000000        6.587281        1.633725        0.330676
    4.953749       17.222222     4650.000000        6.587575        1.633826        0.330698
    4.953942       17.259259     4660.000000        6.587870        1.633928        0.330721
    4.954136       17.296296     4670.000000        6.588166        1.634030        0.330744
    4.954330       17.333333     4680.000000        6.588463        1.634133        0.330767
    4.954524       17.370370     4690.000000        6.588761        1.634237        0.330791
    4.954719       17.407407     4700.000000        6.589060        1.634342        0.330815
    4.954914       17.444444     4710.000000        6.589361        1.634447        0.330840
    4.955109       17.481481     4720.000000        6.589663        1.634553        0.330865
    4.955306       17.518519     4730.000000        6.589966        1.634660        0.330890
    4.955502       17.555556     4740.000000        6.590270        1.634768        0.330916
    4.955699       17.592593     4750.000000        6.590575        1.634876        0.330942
    4.955897       17.629630     4760.000000        6.590882        1.634986        0.330968
    4.956095       17.666667     4770.000000        6.591191        1.635096        0.330995
    4.956294       17.703704     4780.000000        6.591501        1.635207        0.331022
    4.956494       17.740741     4790.000000        6.591812        1.635319        0.331050
    4.956694       17.777778     4800.000000        6.592125        1.635431        0.331078
    4.956894       17.814815     4810.000000        6.592439        1.635545        0.331106
    4.957096       17.851852     4820.000000        6.592755        1.635660        0.331135
    4.957298       17.888889     4830.000000        6.593073        1.635775        0.331164
    4.957501       17.925926     4840.000000        6.593392        1.635891        0.331194
    4.957705       17.962963     4850.000000        6.593714        1.636009        0.331224
    4.957909       18.000000     4860.000000        6.594036        1.636127        0.331254
    4.958114       18.037037     4870.000000        6.594361        1.636247        0.331285
    4.958320       18.074074     4880.000000        6.594687        1.636367        0.331316
    4.958527       18.111111     4890.000000        6.595016        1.636488        0.331348
    4.958735       18.148148     4900.000000        6.595346        1.636611        0.331380
    4.958944       18.185185     4910.000000        6.595678        1.636734        0.331413
    4.959153       18.222222     4920.000000        6.596012        1.636859        0.331446
    4.959363       18.259259     4930.000000        6.596348        1.636985        0.331479
    4.959575       18.296296     4940.000000        6.596686        1.637112        0.331513
    4.959787       18.333333     4950.000000        6.597027        1.637239        0.331547
    4.960001       18.370370     4960.000000        6.597369        1.637368        0.331582
    4.960215       18.407407     4970.000000        6.597713        1.637499        0.331617
    4.960430       18.444444     4980.000000        6.598060        1.637630        0.331653
    4.960647       18.481481     4990.000000        6.598409        1.637762        0.331689
    4.960864       18.518519     5000.000000        6.598760        1.637896        0.331725
    4.961083       18.555556     5010.000000        6.599114        1.638031        0.331762
    4.961303       18.592593     5020.000000        6.599470        1.638167        0.331799
    4.961523       18.629630     5030.000000        6.599828        1.638305        0.331837
    4.961746       18.666667     5040.000000        6.600189        1.638443        0.331875
    4.961969       18.703704     5050.000000        6.600552        1.638583        0.331914
    4.962193       18.740741     5060.000000        6.600918        1.638724        0.331953
    4.962419       18.777778     5070.000000        6.601286        1.638867        0.331993
    4.962646       18.814815     5080.000000        6.601656        1.639011        0.332033
    4.962874       18.851852     5090.000000        6.602030        1.639156        0.332074
    4.963104       18.888889     5100.000000        6.602406        1.639302        0.332115
    4.963334       18.925926     5110.000000        6.602784        1.639450        0.332157
    4.963566       18.962963     5120.000000        6.603166        1.639599        0.332199
    4.963800       19.000000     5130.000000        6.603550        1.639750        0.332241
    4.964035       19.037037     5140.000000        6.603937        1.639902        0.332284
    4.964271       19.074074     5150.000000        6.604327        1.640055        0.332328
    4.964509       19.111111     5160.000000        6.604719        1.640210        0.332372
    4.964748       19.148148     5170.000000        6.605115        1.640367        0.332416
    4.964989       19.185185     5180.000000        6.605513        1.640525        0.332461
    4.965231       19.222222     5190.000000        6.605915        1.640684        0.332507
    4.965475       19.259259     5200.000000        6.606319        1.640845        0.332553
    4.965720       19.296296     5210.000000        6.606727        1.641007        0.332599
    4.965967       19.333333     5220.000000        6.607138        1.641171        0.332646
    4.966215       19.370370     5230.000000        6.607551        1.641336        0.332694
    4.966465       19.407407     5240.000000        6.607968        1.641503        0.332742
    4.966716       19.444444     5250.000000        6.608388        1.641672        0.332790
    4.966970       19.481481     5260.000000        6.608812        1.641842        0.332839
    4.967225       19.518519     5270.000000        6.609238        1.642014        0.332889
    4.967481       19.555556     5280.000000        6.609668        1.642187        0.332939
    4.967739       19.592593     5290.000000        6.610102        1.642362        0.332989
    4.967999       19.629630     5300.000000        6.610538        1.642539        0.333041
    4.968261       19.666667     5310.000000        6.610978        1.642717        0.333092
    4.968525       19.703704     5320.000000        6.611422        1.642897        0.333144
    4.968790       19.740741     5330.000000        6.611869        1.643079        0.333197
    4.969057       19.777778     5340.000000        6.612320        1.643262        0.333250
    4.969326       19.814815     5350.000000        6.612774        1.643448        0.333304
    4.969597       19.851852     5360.000000        6.613232        1.643634        0.333359
    4.969870       19.888889     5370.000000        6.613693        1.643823        0.333413
    4.970145       19.925926     5380.000000        6.614158        1.644014        0.333469
    4.970421       19.962963     5390.000000        6.614627        1.644206        0.333525
    4.970700       20.000000     5400.000000        6.615100        1.644400        0.333581
    4.970867       20.037037     5410.000000        6.615348        1.644480        0.331496
    4.971034       20.074074     5420.000000        6.615594        1.644560        0.331499
    4.971200       20.111111     5430.000000        6.615840        1.644640        0.331502
    4.971366       20.148148     5440.000000        6.616085        1.644719        0.331505
    4.971531       20.185185     5450.000000        6.616329        1.644798        0.331509
    4.971695       20.222222     5460.000000        6.616572        1.644877        0.331512
    4.971858       20.259259     5470.000000        6.616814        1.644955        0.331515
    4.972021       20.296296     5480.000000        6.617054        1.645033        0.331518
    4.972184       20.333333     5490.000000        6.617294        1.645111        0.331521
    4.972345       20.370370     5500.000000        6.617533        1.645188        0.331524
    4.972506       20.407407     5510.000000        6.617771        1.645265        0.331527
    4.972667       20.444444     5520.000000        6.618008        1.645342        0.331530
    4.972826       20.481481     5530.000000        6.618245        1.645418        0.331533
    4.972985       20.518519     5540.000000        6.618480        1.645494        0.331536
    4.973144       20.555556     5550.000000        6.618714        1.645570        0.331539
    4.973302       20.592593     5560.000000        6.618947        1.645646        0.331542
    4.973459       20.629630     5570.000000        6.619180        1.645721        0.331545
    4.973615       20.666667     5580.000000        6.619411        1.645796        0.331548
    4.973771       20.703704     5590.000000        6.619642        1.645870        0.331550
    4.973927       20.740741     5600.000000        6.619871        1.645945        0.331553
    4.974081       20.777778     5610.000000        6.620100        1.646018        0.331556
    4.974235       20.814815     5620.000000        6.620327        1.646092        0.331559
    4.974389       20.851852     5630.000000        6.620554        1.646165        0.331562
    4.974542       20.888889     5640.000000        6.620780        1.646238        0.331564
    4.974694       20.925926     5650.000000        6.621005        1.646311        0.331567
    4.974846       20.962963     5660.000000        6.621229        1.646384        0.331570
    4.974997       21.000000     5670.000000        6.621452        1.646456        0.331572
    4.975147       21.037037     5680.000000        6.621674        1.646527        0.331575
    4.975297       21.074074     5690.000000        6.621896        1.646599        0.331578
    4.975446       21.111111     5700.000000        6.622116        1.646670        0.331580
    4.975595       21.148148     5710.000000        6.622336        1.646741        0.331583
    4.975743       21.185185     5720.000000        6.622554        1.646812        0.331585
    4.975890       21.222222     5730.000000        6.622772        1.646882        0.331588
    4.976037       21.259259     5740.000000        6.622989        1.646952        0.331590
    4.976183       21.296296     5750.000000        6.623205        1.647022        0.331593
    4.976329       21.333333     5760.000000        6.623420        1.647091        0.331595
    4.976474       21.370370     5770.000000        6.623634        1.647160        0.331598
    4.976618       21.407407     5780.000000        6.623847        1.647229        0.331600
    4.976762       21.444444     5790.000000        6.624059        1.647298        0.331602
    4.976905       21.481481     5800.000000        6.624271        1.647366        0.331605
    4.977048       21.518519     5810.000000        6.624482        1.647434        0.331607
    4.977190       21.555556     5820.000000        6.624691        1.647501        0.331610
    4.977331       21.592593     5830.000000        6.624900        1.647569        0.331612
    4.977472       21.629630     5840.000000        6.625108        1.647636        0.331614
    4.977613       21.666667     5850.000000        6.625315        1.647703        0.331616
    4.977753       21.703704     5860.000000        6.625522        1.647769        0.331619
    4.977892       21.740741     5870.000000        6.625727        1.647835        0.331621
    4.978030       21.777778     5880.000000        6.625932        1.647901        0.331623
    4.978168       21.814815     5890.000000        6.626136        1.647967        0.331625
    4.978306       21.851852     5900.000000        6.626338        1.648032        0.331628
    4.978443       21.888889     5910.000000        6.626540        1.648098        0.331630
    4.978579       21.925926     5920.000000        6.626742        1.648162        0.331632
    4.978715       21.962963     5930.000000        6.626942        1.648227        0.331634
    4.978850       22.000000     5940.000000        6.627142        1.648291        0.331636
    4.978985       22.037037     5950.000000        6.627340        1.648355        0.331638
    4.979119       22.074074     5960.000000        6.627538        1.648419        0.331640
    4.979253       22.111111     5970.000000        6.627735        1.648482        0.331642
    4.979386       22.148148     5980.000000        6.627931        1.648546        0.331644
    4.979518       22.185185     5990.000000        6.628127        1.648608        0.331646
    4.979650       22.222222     6000.000000        6.628321        1.648671        0.331648
    4.979782       22.259259     6010.000000        6.628515        1.648733        0.331650
    4.979913       22.296296     6020.000000        6.628708        1.648795        0.331652
    4.980043       22.333333     6030.000000        6.628900        1.648857        0.331654
    4.980173       22.370370     6040.000000        6.629091        1.648919        0.331656
    4.980302       22.407407     6050.000000        6.629282        1.648980        0.331658
    4.980431       22.444444     6060.000000        6.629472        1.649041        0.331660
    4.980559       22.481481     6070.000000        6.629661        1.649102        0.331662
    4.980686       22.518519     6080.000000        6.629849        1.649162        0.331664
    4.980813       22.555556     6090.000000        6.630036        1.649222        0.331665
    4.980940       22.592593     6100.000000        6.630222        1.649282        0.331667
    4.981066       22.629630     6110.000000        6.630408        1.649342        0.331669
    4.981192       22.666667     6120.000000        6.630593        1.649401        0.331671
    4.981317       22.703704     6130.000000        6.630777        1.649461        0.331673
    4.981441       22.740741     6140.000000        6.630961        1.649520        0.331674
    4.981565       22.777778     6150.000000        6.631143        1.649578        0.331676
    4.981688       22.814815     6160.000000        6.631325        1.649637        0.331678
    4.981811       22.851852     6170.000000        6.631506        1.649695        0.331679
    4.981934       22.888889     6180.000000        6.631686        1.649752        0.331681
    4.982056       22.925926     6190.000000        6.631866        1.649810        0.331683
    4.982177       22.962963     6200.000000        6.632044        1.649867        0.331684
    4.982298       23.000000     6210.000000        6.632222        1.649925        0.331686
    4.982418       23.037037     6220.000000        6.632400        1.649981        0.331688
    4.982538       23.074074     6230.000000        6.632576        1.650038        0.331689
    4.982657       23.111111     6240.000000        6.632752        1.650094        0.331691
    4.982776       23.148148     6250.000000        6.632927        1.650150        0.331692
    4.982895       23.185185     6260.000000        6.633101        1.650206        0.331694
    4.983012       23.222222     6270.000000        6.633274        1.650262        0.331696
    4.983130       23.259259     6280.000000        6.633447        1.650317        0.331697
    4.983247       23.296296     6290.000000        6.633619        1.650372        0.331699
    4.983363       23.333333     6300.000000        6.633790        1.650427        0.331700
    4.983479       23.370370     6310.000000        6.633961        1.650482        0.331701
    4.983594       23.407407     6320.000000        6.634130        1.650536        0.331703
    4.983709       23.444444     6330.000000        6.634299        1.650590        0.331704
    4.983823       23.481481     6340.000000        6.634468        1.650644        0.331706
    4.983937       23.518519     6350.000000        6.634635        1.650698        0.331707
    4.984051       23.555556     6360.000000        6.634802        1.650751        0.331709
    4.984164       23.592593     6370.000000        6.634968        1.650804        0.331710
    4.984276       23.629630     6380.000000        6.635134        1.650857        0.331711
    4.984388       23.666667     6390.000000        6.635298        1.650910        0.331713
    4.984500       23.703704     6400.000000        6.635462        1.650962        0.331714
    4.984611       23.740741     6410.000000        6.635626        1.651015        0.331715
    4.984721       23.777778     6420.000000        6.635788        1.651067        0.331717
    4.984832       23.814815     6430.000000        6.635950        1.651118        0.331718
    4.984941       23.851852     6440.000000        6.636111        1.651170        0.331719
    4.985050       23.888889     6450.000000        6.636272        1.651221        0.331721
    4.985159       23.925926     6460.000000        6.636431        1.651272        0.331722
    4.985267       23.962963     6470.000000        6.636590        1.651323        0.331723
    4.985375       24.000000     6480.000000        6.636749        1.651374        0.331724
    4.985483       24.037037     6490.000000        6.636907        1.651424        0.331726
    4.985589       24.074074     6500.000000        6.637064        1.651474        0.331727
    4.985696       24.111111     6510.000000        6.637220        1.651524        0.331728
    4.985802       24.148148     6520.000000        6.637376        1.651574        0.331729
    4.985907       24.185185     6530.000000        6.637531        1.651623        0.331730
    4.986012       24.222222     6540.000000        6.637685        1.651672        0.331731
    4.986117       24.259259     6550.000000        6.637838        1.651721        0.331733
    4.986221       24.296296     6560.000000        6.637991        1.651770        0.331734
    4.986325       24.333333     6570.000000        6.638144        1.651819        0.331735
    4.986428       24.370370     6580.000000        6.638295        1.651867        0.331736
    4.986531       24.407407     6590.000000        6.638446        1.651915        0.331737
    4.986634       24.444444     6600.000000        6.638597        1.651963        0.331738
    4.986736       24.481481     6610.000000        6.638746        1.652011        0.331739
    4.986837       24.518519     6620.000000        6.638895        1.652058        0.331740
    4.986938       24.555556     6630.000000        6.639044        1.652106        0.331741
    4.987039       24.592593     6640.000000        6.639192        1.652153        0.331742
    4.987139       24.629630     6650.000000        6.639339        1.652199        0.331743
    4.987239       24.666667     6660.000000        6.639485        1.652246        0.331744
    4.987338       24.703704     6670.000000        6.639631        1.652292        0.331745
    4.987437       24.740741     6680.000000        6.639776        1.652339        0.331746
    4.987536       24.777778     6690.000000        6.639921        1.652385        0.331747
    4.987634       24.814815     6700.000000        6.640065        1.652430        0.331748
    4.987732       24.851852     6710.000000        6.640208        1.652476        0.331749
    4.987829       24.888889     6720.000000        6.640351        1.652521        0.331750
    4.987926       24.925926     6730.000000        6.640493        1.652567        0.331751
    4.988023       24.962963     6740.000000        6.640634        1.652612        0.331752
    4.988119       25.000000     6750.000000        6.640775        1.652656        0.331753
    4.988214       25.037037     6760.000000        6.640915        1.652701        0.331754
    4.988310       25.074074     6770.000000        6.641055        1.652745        0.331755
    4.988405       25.111111     6780.000000        6.641194        1.652789        0.331755
    4.988499       25.148148     6790.000000        6.641332        1.652833        0.331756
    4.988593       25.185185     6800.000000        6.641470        1.652877        0.331757
    4.988687       25.222222     6810.000000        6.641607        1.652920        0.331758
    4.988780       25.259259     6820.000000        6.641744        1.652964        0.331759
    4.988873       25.296296     6830.000000        6.641880        1.653007        0.331760
    4.988965       25.333333     6840.000000        6.642015        1.653050        0.331761
    4.989057       25.370370     6850.000000        6.642150        1.653093        0.331761
    4.989149       25.407407     6860.000000        6.642284        1.653135        0.331762
    4.989240       25.444444     6870.000000        6.642418        1.653178        0.331763
    4.989331       25.481481     6880.000000        6.642551        1.653220        0.331764
    4.989422       25.518519     6890.000000        6.642684        1.653262        0.331764
    4.989512       25.555556     6900.000000        6.642816        1.653304        0.331765
    4.989602       25.592593     6910.000000        6.642947        1.653345        0.331766
    4.989691       25.629630     6920.000000        6.643078        1.653387        0.331767
    4.989780       25.666667     6930.000000        6.643208        1.653428        0.331767
    4.989869       25.703704     6940.000000        6.643338        1.653469        0.331768
    4.989957       25.740741     6950.000000        6.643467        1.653510        0.331769
    4.990045       25.777778     6960.000000        6.643595        1.653550        0.331770
    4.990133       25.814815     6970.000000        6.643723        1.653591        0.331770
    4.990220       25.851852     6980.000000        6.643851        1.653631        0.331771
    4.990307       25.888889     6990.000000        6.643978        1.653671        0.331772
    4.990393       25.925926     7000.000000        6.644104        1.653711        0.331772
    4.990479       25.962963     7010.000000        6.644230        1.653751        0.331773
    4.990565       26.000000     7020.000000        6.644355        1.653790        0.331774
    4.990650       26.037037     7030.000000        6.644480        1.653830        0.331774
    4.990735       26.074074     7040.000000        6.644604        1.653869        0.331775
    4.990820       26.111111     7050.000000        6.644728        1.653908        0.331776
    4.990904       26.148148     7060.000000        6.644851        1.653947        0.331776
    4.990988       26.185185     7070.000000        6.644974        1.653986        0.331777
    4.991072       26.222222     7080.000000        6.645096        1.654024        0.331778
    4.991155       26.259259     7090.000000        6.645217        1.654062        0.331778
    4.991238       26.296296     7100.000000        6.645338        1.654101        0.331779
    4.991320       26.333333     7110.000000        6.645459        1.654139        0.331779
    4.991403       26.370370     7120.000000        6.645579        1.654176        0.331780
    4.991484       26.407407     7130.000000        6.645698        1.654214        0.331781
    4.991566       26.444444     7140.000000        6.645817        1.654251        0.331781
    4.991647       26.481481     7150.000000        6.645936        1.654289        0.331782
    4.991728       26.518519     7160.000000        6.646054        1.654326        0.331782
    4.991809       26.555556     7170.000000        6.646171        1.654363        0.331783
    4.991889       26.592593     7180.000000        6.646288        1.654400        0.331783
    4.991969       26.629630     7190.000000        6.646405        1.654436        0.331784
    4.992048       26.666667     7200.000000        6.646521        1.654473        0.331784
    4.992127       26.703704     7210.000000        6.646637        1.654509        0.331785
    4.992206       26.740741     7220.000000        6.646752        1.654545        0.331785
    4.992285       26.777778     7230.000000        6.646866        1.654581        0.331786
    4.992363       26.814815     7240.000000        6.646980        1.654617        0.331787
    4.992441       26.851852     7250.000000        6.647094        1.654653        0.331787
    4.992519       26.888889     7260.000000        6.647207        1.654688        0.331788
    4.992596       26.925926     7270.000000        6.647320        1.654724        0.331788
    4.992673       26.962963     7280.000000        6.647432        1.654759        0.331789
    4.992750       27.000000     7290.000000        6.647544        1.654794        0.331789
    4.992826       27.037037     7300.000000        6.647655        1.654829        0.331790
    4.992902       27.074074     7310.000000        6.647766        1.654864        0.331790
    4.992978       27.111111     7320.000000        6.647876        1.654898        0.331790
    4.993053       27.148148     7330.000000        6.647986        1.654933        0.331791
    4.993128       27.185185     7340.000000        6.648095        1.654967        0.331791
    4.993203       27.222222     7350.000000        6.648204        1.655001        0.331792
    4.993278       27.259259     7360.000000        6.648313        1.655035        0.331792
    4.993352       27.296296     7370.000000        6.648421        1.655069        0.331793
    4.993426       27.333333     7380.000000        6.648529        1.655103        0.331793
    4.993500       27.370370     7390.000000        6.648636        1.655136        0.331794
    4.993573       27.407407     7400.000000        6.648743        1.655169        0.331794
    4.993646       27.444444     7410.000000        6.648849        1.655203        0.331795
    4.993719       27.481481     7420.000000        6.648955        1.655236        0.331795
    4.993792       27.518519     7430.000000        6.649061        1.655269        0.331795
    4.993864       27.555556     7440.000000        6.649166        1.655302        0.331796
    4.993936       27.592593     7450.000000        6.649270        1.655334        0.331796
    4.994008       27.629630     7460.000000        6.649374        1.655367        0.331797
    4.994079       27.666667     7470.000000        6.649478        1.655399        0.331797
    4.994150       27.703704     7480.000000        6.649582        1.655432        0.331798
    4.994221       27.740741     7490.000000        6.649685        1.655464        0.331798
    4.994292       27.777778     7500.000000        6.649787        1.655496        0.331798
    4.994362       27.814815     7510.000000        6.649889        1.655528        0.331799
    4.994432       27.851852     7520.000000        6.649991        1.655559        0.331799
    4.994502       27.888889     7530.000000        6.650093        1.655591        0.331800
    4.994571       27.925926     7540.000000        6.650194        1.655622        0.331800
    4.994641       27.962963     7550.000000        6.650294        1.655654        0.331800
    4.994710       28.000000     7560.000000        6.650394        1.655685        0.331801
    4.994778       28.037037     7570.000000        6.650494        1.655716        0.331801
    4.994847       28.074074     7580.000000        6.650594        1.655747        0.331802
    4.994915       28.111111     7590.000000        6.650693        1.655778        0.331802
    4.994983       28.148148     7600.000000        6.650791        1.655808        0.331802
    4.995051       28.185185     7610.000000        6.650890        1.655839        0.331803
    4.995118       28.222222     7620.000000        6.650988        1.655869        0.331803
    4.995185       28.259259     7630.000000        6.651085        1.655900        0.331804
    4.995252       28.296296     7640.000000        6.651182        1.655930        0.331804
    4.995319       28.333333     7650.000000        6.651279        1.655960        0.331804
    4.995386       28.370370     7660.000000        6.651375        1.655990        0.331805
    4.995452       28.407407     7670.000000        6.651472        1.656020        0.331805
    4.995518       28.444444     7680.000000        6.651567        1.656049        0.331806
    4.995584       28.481481     7690.000000        6.651663        1.656079        0.331806
    4.995649       28.518519     7700.000000        6.651758        1.656108        0.331806
    4.995715       28.555556     7710.000000        6.651852        1.656138        0.331807
    4.995780       28.592593     7720.000000        6.651947        1.656167        0.331807
    4.995845       28.629630     7730.000000        6.652041        1.656196        0.331807
    4.995909       28.666667     7740.000000        6.652134        1.656225        0.331808
    4.995974       28.703704     7750.000000        6.652227        1.656254        0.331808
    4.996038       28.740741     7760.000000        6.652320        1.656283        0.331809
    4.996102       28.777778     7770.000000        6.652413        1.656311        0.331809
    4.996165       28.814815     7780.000000        6.652505        1.656340        0.331809
    4.996229       28.851852     7790.000000        6.652597        1.656368        0.331810
    4.996292       28.888889     7800.000000        6.652689        1.656397        0.331810
    4.996355       28.925926     7810.000000        6.652780        1.656425        0.331810
    4.996418       28.962963     7820.000000        6.652871        1.656453        0.331811
    4.996481       29.000000     7830.000000        6.652962        1.656481        0.331811
    4.996543       29.037037     7840.000000        6.653052        1.656509        0.331812
    4.996606       29.074074     7850.000000        6.653142        1.656537        0.331812
