    #   e/T^4            T/Tc         T (MeV)           s/T^3           p/T^4            cs^2
    4.454369        2.277783      615.001320        5.737537        1.283167        0.311998
    4.456164        2.285190      617.001330        5.741268        1.285104        0.312048
    4.457939        2.292598      619.001340        5.744955        1.287016        0.312097
    4.459697        2.300005      621.001350        5.748600        1.288903        0.312144
    4.461437        2.307412      623.001360        5.752203        1.290766        0.312190
    4.463159        2.314820      625.001370        5.755764        1.292605        0.312234
    4.464864        2.322227      627.001380        5.759284        1.294420        0.312277
    4.466552        2.329635      629.001390        5.762765        1.296212        0.312319
    4.468224        2.337042      631.001400        5.766206        1.297982        0.312359
    4.469879        2.344450      633.001410        5.769608        1.299729        0.312399
    4.471518        2.351857      635.001420        5.772972        1.301454        0.312438
    4.473141        2.359265      637.001430        5.776299        1.303158        0.312476
    4.474749        2.366672      639.001440        5.779589        1.304840        0.312514
    4.476341        2.374079      641.001450        5.782843        1.306501        0.312551
    4.477919        2.381487      643.001460        5.786061        1.308142        0.312587
    4.479483        2.388894      645.001470        5.789245        1.309763        0.312624
    4.481032        2.396302      647.001480        5.792395        1.311363        0.312660
    4.482567        2.403709      649.001490        5.795512        1.312945        0.312695
    4.484089        2.411117      651.001500        5.798596        1.314507        0.312731
    4.485597        2.418524      653.001510        5.801648        1.316050        0.312767
    4.487093        2.425932      655.001520        5.804668        1.317576        0.312803
    4.488575        2.433339      657.001530        5.807658        1.319083        0.312840
    4.490046        2.440746      659.001540        5.810618        1.320573        0.312876
    4.491504        2.448154      661.001550        5.813549        1.322045        0.312914
    4.492951        2.455561      663.001560        5.816451        1.323501        0.312952
    4.494386        2.462969      665.001570        5.819326        1.324940        0.312990
    4.495810        2.470376      667.001580        5.822173        1.326363        0.313029
    4.497223        2.477784      669.001590        5.824993        1.327770        0.313070
    4.498626        2.485191      671.001600        5.827788        1.329162        0.313111
    4.500018        2.492599      673.001610        5.830557        1.330539        0.313153
    4.501401        2.500006      675.001620        5.833303        1.331901        0.315613
    4.502966        2.507413      677.001630        5.836408        1.333442        0.315691
    4.504522        2.514821      679.001640        5.839491        1.334969        0.315767
    4.506068        2.522228      681.001650        5.842549        1.336481        0.315842
    4.507605        2.529636      683.001660        5.845585        1.337980        0.315915
    4.509132        2.537043      685.001670        5.848597        1.339465        0.315986
    4.510650        2.544451      687.001680        5.851586        1.340936        0.316056
    4.512159        2.551858      689.001690        5.854552        1.342394        0.316123
    4.513658        2.559266      691.001700        5.857496        1.343838        0.316190
    4.515148        2.566673      693.001710        5.860417        1.345269        0.316254
    4.516630        2.574080      695.001720        5.863316        1.346686        0.316317
    4.518102        2.581488      697.001730        5.866192        1.348091        0.316379
    4.519565        2.588895      699.001740        5.869047        1.349482        0.316439
    4.521019        2.596303      701.001750        5.871880        1.350861        0.316498
    4.522464        2.603710      703.001760        5.874691        1.352227        0.316555
    4.523901        2.611118      705.001770        5.877481        1.353580        0.316611
    4.525329        2.618525      707.001780        5.880249        1.354920        0.316666
    4.526748        2.625933      709.001790        5.882996        1.356249        0.316719
    4.528158        2.633340      711.001800        5.885723        1.357564        0.316771
    4.529560        2.640747      713.001810        5.888428        1.358868        0.316822
    4.530953        2.648155      715.001820        5.891113        1.360160        0.316872
    4.532338        2.655562      717.001830        5.893777        1.361440        0.316920
    4.533714        2.662970      719.001840        5.896421        1.362707        0.316968
    4.535082        2.670377      721.001850        5.899045        1.363964        0.317015
    4.536441        2.677785      723.001860        5.901649        1.365208        0.317060
    4.537792        2.685192      725.001870        5.904233        1.366441        0.317105
    4.539135        2.692600      727.001880        5.906798        1.367663        0.317148
    4.540470        2.700007      729.001890        5.909343        1.368873        0.317191
    4.541797        2.707414      731.001900        5.911869        1.370072        0.317233
    4.543115        2.714822      733.001910        5.914376        1.371261        0.317274
    4.544426        2.722229      735.001920        5.916864        1.372438        0.317314
    4.545728        2.729637      737.001930        5.919333        1.373604        0.317354
    4.547023        2.737044      739.001940        5.921783        1.374760        0.317393
    4.548310        2.744452      741.001950        5.924215        1.375905        0.317431
    4.549589        2.751859      743.001960        5.926629        1.377040        0.317468
    4.550860        2.759267      745.001970        5.929025        1.378164        0.317505
    4.552124        2.766674      747.001980        5.931403        1.379279        0.317542
    4.553380        2.774081      749.001990        5.933763        1.380383        0.317578
    4.554628        2.781489      751.002000        5.936105        1.381477        0.317613
    4.555869        2.788896      753.002010        5.938430        1.382561        0.317648
    4.557103        2.796304      755.002020        5.940738        1.383635        0.317682
    4.558329        2.803711      757.002030        5.943029        1.384700        0.317717
    4.559547        2.811119      759.002040        5.945303        1.385756        0.317750
    4.560758        2.818526      761.002050        5.947560        1.386801        0.317784
    4.561962        2.825934      763.002060        5.949800        1.387838        0.317817
    4.563159        2.833341      765.002070        5.952025        1.388865        0.317850
    4.564349        2.840748      767.002080        5.954232        1.389884        0.317883
    4.565532        2.848156      769.002090        5.956424        1.390893        0.317916
    4.566707        2.855563      771.002100        5.958600        1.391893        0.317949
    4.567876        2.862971      773.002110        5.960761        1.392885        0.317981
    4.569037        2.870378      775.002120        5.962906        1.393868        0.318014
    4.570192        2.877786      777.002130        5.965035        1.394843        0.318046
    4.571340        2.885193      779.002140        5.967149        1.395809        0.318079
    4.572481        2.892601      781.002150        5.969248        1.396767        0.318111
    4.573616        2.900008      783.002160        5.971333        1.397717        0.318144
    4.574743        2.907415      785.002170        5.973402        1.398659        0.318177
    4.575865        2.914823      787.002180        5.975457        1.399593        0.318210
    4.576979        2.922230      789.002190        5.977498        1.400519        0.318243
    4.578087        2.929638      791.002200        5.979525        1.401437        0.318277
    4.579189        2.937045      793.002210        5.981537        1.402348        0.318310
    4.580284        2.944453      795.002220        5.983536        1.403252        0.318345
    4.581373        2.951860      797.002230        5.985521        1.404148        0.318379
    4.582456        2.959268      799.002240        5.987493        1.405036        0.318414
    4.583533        2.966675      801.002250        5.989451        1.405918        0.318449
    4.584603        2.974082      803.002260        5.991396        1.406793        0.318485
    4.585667        2.981490      805.002270        5.993328        1.407661        0.318522
    4.586725        2.988897      807.002280        5.995247        1.408522        0.318558
    4.587777        2.996305      809.002290        5.997154        1.409376        0.318596
    4.588829        3.003712      811.002300        5.999079        1.410251        0.319721
    4.589879        3.011120      813.002310        6.001025        1.411146        0.319772
    4.590924        3.018527      815.002320        6.002958        1.412034        0.319821
    4.591962        3.025935      817.002330        6.004878        1.412916        0.319870
    4.592995        3.033342      819.002340        6.006787        1.413792        0.319918
    4.594022        3.040749      821.002350        6.008683        1.414661        0.319966
    4.595044        3.048157      823.002360        6.010568        1.415524        0.320013
    4.596060        3.055564      825.002370        6.012441        1.416381        0.320059
    4.597070        3.062972      827.002380        6.014302        1.417232        0.320104
    4.598074        3.070379      829.002390        6.016151        1.418077        0.320149
    4.599074        3.077787      831.002400        6.017989        1.418916        0.320193
    4.600067        3.085194      833.002410        6.019816        1.419749        0.320236
    4.601055        3.092602      835.002420        6.021631        1.420575        0.320279
    4.602038        3.100009      837.002430        6.023434        1.421396        0.320321
    4.603015        3.107416      839.002440        6.025227        1.422211        0.320362
    4.603987        3.114824      841.002450        6.027008        1.423020        0.320403
    4.604954        3.122231      843.002460        6.028778        1.423824        0.320444
    4.605916        3.129639      845.002470        6.030537        1.424622        0.320483
    4.606872        3.137046      847.002480        6.032285        1.425414        0.320522
    4.607823        3.144454      849.002490        6.034023        1.426200        0.320561
    4.608769        3.151861      851.002500        6.035750        1.426981        0.320599
    4.609710        3.159269      853.002510        6.037466        1.427756        0.320636
    4.610646        3.166676      855.002520        6.039171        1.428526        0.320673
    4.611576        3.174083      857.002530        6.040866        1.429290        0.320710
    4.612502        3.181491      859.002540        6.042551        1.430049        0.320746
    4.613423        3.188898      861.002550        6.044226        1.430802        0.320781
    4.614339        3.196306      863.002560        6.045890        1.431550        0.320816
    4.615251        3.203713      865.002570        6.047544        1.432293        0.320851
    4.616157        3.211121      867.002580        6.049188        1.433031        0.320885
    4.617059        3.218528      869.002590        6.050822        1.433763        0.320918
    4.617956        3.225936      871.002600        6.052446        1.434491        0.320952
    4.618848        3.233343      873.002610        6.054061        1.435213        0.320984
    4.619736        3.240750      875.002620        6.055666        1.435930        0.321017
    4.620619        3.248158      877.002630        6.057261        1.436642        0.321049
    4.621497        3.255565      879.002640        6.058847        1.437350        0.321080
    4.622371        3.262973      881.002650        6.060423        1.438052        0.321112
    4.623241        3.270380      883.002660        6.061990        1.438749        0.321143
    4.624106        3.277788      885.002670        6.063548        1.439442        0.321173
    4.624966        3.285195      887.002680        6.065096        1.440130        0.321203
    4.625823        3.292603      889.002690        6.066636        1.440813        0.321233
    4.626675        3.300010      891.002700        6.068166        1.441491        0.321263
    4.627523        3.307417      893.002710        6.069688        1.442165        0.321292
    4.628366        3.314825      895.002720        6.071200        1.442834        0.321321
    4.629205        3.322232      897.002730        6.072704        1.443499        0.321350
    4.630041        3.329640      899.002740        6.074200        1.444159        0.321379
    4.630872        3.337047      901.002750        6.075686        1.444815        0.321407
    4.631699        3.344455      903.002760        6.077165        1.445466        0.321435
    4.632522        3.351862      905.002770        6.078634        1.446113        0.321463
    4.633341        3.359270      907.002780        6.080096        1.446755        0.321491
    4.634156        3.366677      909.002790        6.081549        1.447393        0.321518
    4.634967        3.374084      911.002800        6.082995        1.448027        0.321545
    4.635775        3.381492      913.002810        6.084432        1.448657        0.321572
    4.636578        3.388899      915.002820        6.085861        1.449283        0.321599
    4.637378        3.396307      917.002830        6.087282        1.449904        0.321626
    4.638174        3.403714      919.002840        6.088696        1.450522        0.321653
    4.638966        3.411122      921.002850        6.090102        1.451135        0.321679
    4.639755        3.418529      923.002860        6.091500        1.451745        0.321706
    4.640540        3.425937      925.002870        6.092891        1.452351        0.321732
    4.641321        3.433344      927.002880        6.094274        1.452952        0.321758
    4.642099        3.440751      929.002890        6.095650        1.453550        0.321784
    4.642874        3.448159      931.002900        6.097018        1.454144        0.321810
    4.643645        3.455566      933.002910        6.098380        1.454735        0.321836
    4.644413        3.462974      935.002920        6.099734        1.455321        0.321862
    4.645177        3.470381      937.002930        6.101081        1.455904        0.321888
    4.645938        3.477789      939.002940        6.102422        1.456484        0.321914
    4.646695        3.485196      941.002950        6.103755        1.457060        0.321940
    4.647450        3.492604      943.002960        6.105082        1.457632        0.321966
    4.648201        3.500011      945.002970        6.106402        1.458201        0.322293
    4.648967        3.507418      947.002980        6.107751        1.458784        0.322321
    4.649730        3.514826      949.002990        6.109094        1.459364        0.322350
    4.650489        3.522233      951.003000        6.110430        1.459940        0.322378
    4.651246        3.529641      953.003010        6.111759        1.460513        0.322406
    4.651999        3.537048      955.003020        6.113082        1.461083        0.322434
    4.652749        3.544456      957.003030        6.114399        1.461650        0.322461
    4.653497        3.551863      959.003040        6.115709        1.462213        0.322488
    4.654241        3.559271      961.003050        6.117013        1.462773        0.322514
    4.654982        3.566678      963.003060        6.118311        1.463329        0.322540
    4.655720        3.574085      965.003070        6.119603        1.463883        0.322566
    4.656455        3.581493      967.003080        6.120888        1.464433        0.322592
    4.657188        3.588900      969.003090        6.122167        1.464980        0.322617
    4.657917        3.596308      971.003100        6.123440        1.465524        0.322642
    4.658643        3.603715      973.003110        6.124708        1.466064        0.322667
    4.659367        3.611123      975.003120        6.125969        1.466602        0.322691
    4.660087        3.618530      977.003130        6.127224        1.467136        0.322715
    4.660805        3.625938      979.003140        6.128473        1.467668        0.322739
    4.661520        3.633345      981.003150        6.129716        1.468196        0.322763
    4.662231        3.640752      983.003160        6.130953        1.468722        0.322786
    4.662941        3.648160      985.003170        6.132184        1.469244        0.322809
    4.663647        3.655567      987.003180        6.133410        1.469763        0.322832
    4.664350        3.662975      989.003190        6.134630        1.470280        0.322855
    4.665051        3.670382      991.003200        6.135844        1.470793        0.322877
    4.665749        3.677790      993.003210        6.137053        1.471303        0.322899
    4.666444        3.685197      995.003220        6.138255        1.471811        0.322921
    4.667137        3.692605      997.003230        6.139453        1.472316        0.322943
    4.667827        3.700012      999.003240        6.140644        1.472818        0.322965
    4.671572        3.740741     1010.000000        6.147099        1.475527        0.323079
    4.674910        3.777778     1020.000000        6.152829        1.477919        0.323180
    4.678185        3.814815     1030.000000        6.158432        1.480246        0.323276
    4.681400        3.851852     1040.000000        6.163911        1.482511        0.323370
    4.684557        3.888889     1050.000000        6.169273        1.484716        0.323462
    4.687658        3.925926     1060.000000        6.174522        1.486864        0.323552
    4.690705        3.962963     1070.000000        6.179662        1.488958        0.323642
    4.693700        4.000000     1080.000000        6.184700        1.491000        0.323733
    4.696689        4.037037     1090.000000        6.189727        1.493038        0.324001
    4.699629        4.074074     1100.000000        6.194657        1.495027        0.324093
    4.702522        4.111111     1110.000000        6.199493        1.496971        0.324181
    4.705367        4.148148     1120.000000        6.204237        1.498870        0.324265
    4.708167        4.185185     1130.000000        6.208891        1.500724        0.324346
    4.710920        4.222222     1140.000000        6.213457        1.502537        0.324425
    4.713629        4.259259     1150.000000        6.217937        1.504308        0.324501
    4.716294        4.296296     1160.000000        6.222333        1.506039        0.324574
    4.718916        4.333333     1170.000000        6.226647        1.507731        0.324647
    4.721495        4.370370     1180.000000        6.230881        1.509386        0.324717
    4.724033        4.407407     1190.000000        6.235037        1.511004        0.324787
    4.726530        4.444444     1200.000000        6.239117        1.512588        0.324857
    4.728986        4.481481     1210.000000        6.243124        1.514137        0.324926
    4.731405        4.518519     1220.000000        6.247068        1.515663        0.325091
    4.733786        4.555556     1230.000000        6.250950        1.517164        0.325161
    4.736129        4.592593     1240.000000        6.254764        1.518635        0.325229
    4.738435        4.629630     1250.000000        6.258511        1.520076        0.325295
    4.740705        4.666667     1260.000000        6.262193        1.521488        0.325359
    4.742939        4.703704     1270.000000        6.265809        1.522871        0.325420
    4.745137        4.740741     1280.000000        6.269363        1.524226        0.325480
    4.747301        4.777778     1290.000000        6.272856        1.525555        0.325539
    4.749431        4.814815     1300.000000        6.276288        1.526857        0.325596
    4.751528        4.851852     1310.000000        6.279662        1.528134        0.325652
    4.753593        4.888889     1320.000000        6.282979        1.529386        0.325707
    4.755626        4.925926     1330.000000        6.286240        1.530613        0.325761
    4.757628        4.962963     1340.000000        6.289446        1.531818        0.325814
    4.759600        5.000000     1350.000000        6.292600        1.533000        0.325868
    4.761560        5.037037     1360.000000        6.295748        1.534187        0.326079
    4.763493        5.074074     1370.000000        6.298848        1.535355        0.326145
    4.765398        5.111111     1380.000000        6.301902        1.536504        0.326209
    4.767276        5.148148     1390.000000        6.304910        1.537634        0.326271
    4.769127        5.185185     1400.000000        6.307872        1.538745        0.326331
    4.770952        5.222222     1410.000000        6.310789        1.539837        0.326390
    4.772751        5.259259     1420.000000        6.313663        1.540912        0.326447
    4.774525        5.296296     1430.000000        6.316494        1.541969        0.326502
    4.776273        5.333333     1440.000000        6.319281        1.543009        0.326556
    4.777996        5.370370     1450.000000        6.322028        1.544031        0.326608
    4.779696        5.407407     1460.000000        6.324733        1.545037        0.326658
    4.781371        5.444444     1470.000000        6.327397        1.546026        0.326708
    4.783023        5.481481     1480.000000        6.330022        1.546999        0.326756
    4.784651        5.518519     1490.000000        6.332608        1.547957        0.326803
    4.786257        5.555556     1500.000000        6.335156        1.548898        0.326849
    4.787841        5.592593     1510.000000        6.337666        1.549825        0.326893
    4.789403        5.629630     1520.000000        6.340139        1.550737        0.326937
    4.790943        5.666667     1530.000000        6.342576        1.551634        0.326979
    4.792462        5.703704     1540.000000        6.344978        1.552516        0.327021
    4.793960        5.740741     1550.000000        6.347345        1.553385        0.327062
    4.795438        5.777778     1560.000000        6.349678        1.554240        0.327102
    4.796896        5.814815     1570.000000        6.351977        1.555082        0.327142
    4.798334        5.851852     1580.000000        6.354244        1.555910        0.327180
    4.799753        5.888889     1590.000000        6.356479        1.556726        0.327219
    4.801154        5.925926     1600.000000        6.358683        1.557529        0.327256
    4.802536        5.962963     1610.000000        6.360856        1.558321        0.327294
    4.803900        6.000000     1620.000000        6.363000        1.559100        0.327330
    4.805260        6.037037     1630.000000        6.365143        1.559883        0.327454
    4.806604        6.074074     1640.000000        6.367257        1.560654        0.327492
    4.807930        6.111111     1650.000000        6.369343        1.561414        0.327529
    4.809239        6.148148     1660.000000        6.371402        1.562163        0.327565
    4.810532        6.185185     1670.000000        6.373433        1.562901        0.327600
    4.811809        6.222222     1680.000000        6.375438        1.563629        0.327634
    4.813070        6.259259     1690.000000        6.377416        1.564346        0.327668
    4.814315        6.296296     1700.000000        6.379369        1.565053        0.327701
    4.815546        6.333333     1710.000000        6.381296        1.565751        0.327733
    4.816761        6.370370     1720.000000        6.383199        1.566438        0.327764
    4.817961        6.407407     1730.000000        6.385077        1.567116        0.327795
    4.819147        6.444444     1740.000000        6.386931        1.567784        0.327825
    4.820319        6.481481     1750.000000        6.388762        1.568443        0.327854
    4.821477        6.518519     1760.000000        6.390570        1.569093        0.327883
    4.822622        6.555556     1770.000000        6.392355        1.569734        0.327911
    4.823753        6.592593     1780.000000        6.394119        1.570366        0.327939
    4.824871        6.629630     1790.000000        6.395861        1.570990        0.327967
    4.825977        6.666667     1800.000000        6.397581        1.571605        0.327994
    4.827070        6.703704     1810.000000        6.399282        1.572212        0.328020
    4.828150        6.740741     1820.000000        6.400962        1.572812        0.328047
    4.829219        6.777778     1830.000000        6.402622        1.573403        0.328073
    4.830277        6.814815     1840.000000        6.404264        1.573987        0.328098
    4.831323        6.851852     1850.000000        6.405887        1.574564        0.328124
    4.832358        6.888889     1860.000000        6.407491        1.575133        0.328149
    4.833382        6.925926     1870.000000        6.409078        1.575695        0.328174
    4.834396        6.962963     1880.000000        6.410647        1.576251        0.328199
    4.835400        7.000000     1890.000000        6.412200        1.576800        0.328224
    4.836414        7.037037     1900.000000        6.413768        1.577355        0.328307
    4.837417        7.074074     1910.000000        6.415321        1.577903        0.328332
    4.838412        7.111111     1920.000000        6.416857        1.578445        0.328357
    4.839396        7.148148     1930.000000        6.418378        1.578981        0.328381
    4.840372        7.185185     1940.000000        6.419883        1.579511        0.328405
    4.841338        7.222222     1950.000000        6.421373        1.580035        0.328429
    4.842295        7.259259     1960.000000        6.422848        1.580553        0.328452
    4.843243        7.296296     1970.000000        6.424308        1.581065        0.328475
    4.844181        7.333333     1980.000000        6.425753        1.581572        0.328497
    4.845112        7.370370     1990.000000        6.427184        1.582072        0.328519
    4.846033        7.407407     2000.000000        6.428601        1.582567        0.328540
    4.846946        7.444444     2010.000000        6.430003        1.583057        0.328561
    4.847851        7.481481     2020.000000        6.431392        1.583541        0.328582
    4.848747        7.518519     2030.000000        6.432767        1.584020        0.328602
    4.849635        7.555556     2040.000000        6.434129        1.584494        0.328622
    4.850515        7.592593     2050.000000        6.435477        1.584962        0.328642
    4.851387        7.629630     2060.000000        6.436813        1.585426        0.328662
    4.852252        7.666667     2070.000000        6.438136        1.585884        0.328681
    4.853109        7.703704     2080.000000        6.439446        1.586337        0.328700
    4.853958        7.740741     2090.000000        6.440744        1.586786        0.328719
    4.854799        7.777778     2100.000000        6.442030        1.587230        0.328738
    4.855634        7.814815     2110.000000        6.443303        1.587670        0.328756
    4.856461        7.851852     2120.000000        6.444565        1.588104        0.328774
    4.857281        7.888889     2130.000000        6.445816        1.588535        0.328792
    4.858094        7.925926     2140.000000        6.447055        1.588961        0.328810
    4.858900        7.962963     2150.000000        6.448283        1.589382        0.328828
    4.859700        8.000000     2160.000000        6.449500        1.589800        0.328846
    4.860499        8.037037     2170.000000        6.450716        1.590218        0.328892
    4.861291        8.074074     2180.000000        6.451922        1.590631        0.328909
    4.862076        8.111111     2190.000000        6.453117        1.591041        0.328927
    4.862856        8.148148     2200.000000        6.454302        1.591447        0.328944
    4.863629        8.185185     2210.000000        6.455477        1.591848        0.328961
    4.864395        8.222222     2220.000000        6.456642        1.592246        0.328978
    4.865156        8.259259     2230.000000        6.457796        1.592640        0.328994
    4.865911        8.296296     2240.000000        6.458941        1.593031        0.329011
    4.866659        8.333333     2250.000000        6.460077        1.593417        0.329027
    4.867402        8.370370     2260.000000        6.461202        1.593800        0.329042
    4.868139        8.407407     2270.000000        6.462319        1.594180        0.329058
    4.868870        8.444444     2280.000000        6.463425        1.594555        0.329073
    4.869596        8.481481     2290.000000        6.464523        1.594928        0.329088
    4.870316        8.518519     2300.000000        6.465612        1.595296        0.329103
    4.871030        8.555556     2310.000000        6.466692        1.595662        0.329118
    4.871739        8.592593     2320.000000        6.467763        1.596024        0.329132
    4.872442        8.629630     2330.000000        6.468825        1.596383        0.329146
    4.873141        8.666667     2340.000000        6.469879        1.596738        0.329161
    4.873834        8.703704     2350.000000        6.470924        1.597091        0.329175
    4.874522        8.740741     2360.000000        6.471962        1.597440        0.329189
    4.875205        8.777778     2370.000000        6.472990        1.597786        0.329202
    4.875883        8.814815     2380.000000        6.474011        1.598129        0.329216
    4.876556        8.851852     2390.000000        6.475024        1.598469        0.329229
    4.877224        8.888889     2400.000000        6.476030        1.598806        0.329243
    4.877887        8.925926     2410.000000        6.477027        1.599140        0.329256
    4.878546        8.962963     2420.000000        6.478017        1.599471        0.329269
    4.879200        9.000000     2430.000000        6.479000        1.599800        0.329283
    4.879850        9.037037     2440.000000        6.479975        1.600126        0.329296
    4.880495        9.074074     2450.000000        6.480944        1.600449        0.329309
    4.881136        9.111111     2460.000000        6.481905        1.600769        0.329322
    4.881772        9.148148     2470.000000        6.482859        1.601087        0.329335
    4.882404        9.185185     2480.000000        6.483807        1.601403        0.329347
    4.883032        9.222222     2490.000000        6.484748        1.601715        0.329360
    4.883656        9.259259     2500.000000        6.485682        1.602026        0.329373
    4.884276        9.296296     2510.000000        6.486610        1.602334        0.329386
    4.884893        9.333333     2520.000000        6.487532        1.602640        0.329399
    4.885505        9.370370     2530.000000        6.488448        1.602943        0.329412
    4.886113        9.407407     2540.000000        6.489357        1.603244        0.329425
    4.886718        9.444444     2550.000000        6.490261        1.603543        0.329438
    4.887319        9.481481     2560.000000        6.491159        1.603840        0.329451
    4.887917        9.518519     2570.000000        6.492052        1.604135        0.329464
    4.888511        9.555556     2580.000000        6.492939        1.604427        0.329477
    4.889102        9.592593     2590.000000        6.493820        1.604718        0.329490
    4.889690        9.629630     2600.000000        6.494697        1.605007        0.329503
    4.890274        9.666667     2610.000000        6.495568        1.605294        0.329517
    4.890855        9.703704     2620.000000        6.496434        1.605579        0.329530
    4.891433        9.740741     2630.000000        6.497296        1.605862        0.329544
    4.892008        9.777778     2640.000000        6.498152        1.606144        0.329557
    4.892581        9.814815     2650.000000        6.499004        1.606424        0.329571
    4.893150        9.851852     2660.000000        6.499852        1.606702        0.329585
    4.893716        9.888889     2670.000000        6.500695        1.606979        0.329599
    4.894280        9.925926     2680.000000        6.501534        1.607254        0.329613
    4.894841        9.962963     2690.000000        6.502369        1.607528        0.329628
    4.895400       10.000000     2700.000000        6.503200        1.607800        0.329642
    4.895942       10.037037     2710.000000        6.504004        1.608062        0.329591
    4.896481       10.074074     2720.000000        6.504802        1.608321        0.329598
    4.897015       10.111111     2730.000000        6.505594        1.608579        0.329604
    4.897546       10.148148     2740.000000        6.506379        1.608834        0.329611
    4.898072       10.185185     2750.000000        6.507159        1.609086        0.329617
    4.898595       10.222222     2760.000000        6.507932        1.609337        0.329623
    4.899114       10.259259     2770.000000        6.508699        1.609585        0.329629
    4.899630       10.296296     2780.000000        6.509460        1.609831        0.329634
    4.900141       10.333333     2790.000000        6.510216        1.610075        0.329640
    4.900649       10.370370     2800.000000        6.510965        1.610316        0.329645
    4.901153       10.407407     2810.000000        6.511709        1.610556        0.329650
    4.901653       10.444444     2820.000000        6.512446        1.610793        0.329655
    4.902150       10.481481     2830.000000        6.513178        1.611028        0.329660
    4.902643       10.518519     2840.000000        6.513904        1.611261        0.329665
    4.903133       10.555556     2850.000000        6.514624        1.611492        0.329669
    4.903619       10.592593     2860.000000        6.515339        1.611720        0.329673
    4.904101       10.629630     2870.000000        6.516048        1.611947        0.329677
    4.904579       10.666667     2880.000000        6.516751        1.612172        0.329681
    4.905055       10.703704     2890.000000        6.517449        1.612394        0.329685
    4.905526       10.740741     2900.000000        6.518141        1.612615        0.329689
    4.905994       10.777778     2910.000000        6.518828        1.612833        0.329693
    4.906459       10.814815     2920.000000        6.519509        1.613050        0.329696
    4.906920       10.851852     2930.000000        6.520185        1.613264        0.329699
    4.907378       10.888889     2940.000000        6.520855        1.613477        0.329702
    4.907832       10.925926     2950.000000        6.521520        1.613687        0.329705
    4.908283       10.962963     2960.000000        6.522179        1.613896        0.329708
    4.908731       11.000000     2970.000000        6.522834        1.614103        0.329711
    4.909175       11.037037     2980.000000        6.523483        1.614308        0.329714
    4.909616       11.074074     2990.000000        6.524127        1.614510        0.329716
    4.910054       11.111111     3000.000000        6.524765        1.614711        0.329718
    4.910488       11.148148     3010.000000        6.525399        1.614911        0.329721
    4.910919       11.185185     3020.000000        6.526027        1.615108        0.329723
    4.911347       11.222222     3030.000000        6.526650        1.615303        0.329725
    4.911772       11.259259     3040.000000        6.527269        1.615497        0.329727
    4.912193       11.296296     3050.000000        6.527882        1.615689        0.329729
    4.912611       11.333333     3060.000000        6.528490        1.615879        0.329730
    4.913027       11.370370     3070.000000        6.529094        1.616067        0.329732
    4.913439       11.407407     3080.000000        6.529692        1.616254        0.329734
    4.913848       11.444444     3090.000000        6.530286        1.616438        0.329735
    4.914253       11.481481     3100.000000        6.530875        1.616621        0.329736
    4.914656       11.518519     3110.000000        6.531459        1.616803        0.329738
    4.915056       11.555556     3120.000000        6.532038        1.616982        0.329739
    4.915453       11.592593     3130.000000        6.532613        1.617160        0.329740
    4.915846       11.629630     3140.000000        6.533183        1.617336        0.329741
    4.916237       11.666667     3150.000000        6.533748        1.617511        0.329742
    4.916625       11.703704     3160.000000        6.534309        1.617684        0.329743
    4.917010       11.740741     3170.000000        6.534865        1.617855        0.329744
    4.917392       11.777778     3180.000000        6.535417        1.618025        0.329744
    4.917771       11.814815     3190.000000        6.535964        1.618193        0.329745
    4.918147       11.851852     3200.000000        6.536507        1.618360        0.329746
    4.918520       11.888889     3210.000000        6.537045        1.618525        0.329746
    4.918891       11.925926     3220.000000        6.537579        1.618688        0.329747
    4.919259       11.962963     3230.000000        6.538109        1.618850        0.329747
    4.919624       12.000000     3240.000000        6.538635        1.619011        0.329748
    4.919986       12.037037     3250.000000        6.539156        1.619170        0.329748
    4.920345       12.074074     3260.000000        6.539673        1.619327        0.329748
    4.920702       12.111111     3270.000000        6.540185        1.619483        0.329749
    4.921056       12.148148     3280.000000        6.540694        1.619638        0.329749
    4.921408       12.185185     3290.000000        6.541199        1.619791        0.329749
    4.921756       12.222222     3300.000000        6.541699        1.619943        0.329749
    4.922103       12.259259     3310.000000        6.542196        1.620093        0.329750
    4.922446       12.296296     3320.000000        6.542688        1.620242        0.329750
    4.922787       12.333333     3330.000000        6.543177        1.620389        0.329750
    4.923126       12.370370     3340.000000        6.543661        1.620536        0.329750
    4.923462       12.407407     3350.000000        6.544142        1.620680        0.329750
    4.923795       12.444444     3360.000000        6.544619        1.620824        0.329750
    4.924126       12.481481     3370.000000        6.545092        1.620966        0.329750
    4.924454       12.518519     3380.000000        6.545561        1.621107        0.329750
    4.924780       12.555556     3390.000000        6.546027        1.621247        0.329750
    4.925104       12.592593     3400.000000        6.546489        1.621385        0.329750
    4.925425       12.629630     3410.000000        6.546947        1.621522        0.329750
    4.925744       12.666667     3420.000000        6.547401        1.621658        0.329750
    4.926060       12.703704     3430.000000        6.547853        1.621792        0.329750
    4.926374       12.740741     3440.000000        6.548300        1.621926        0.329751
    4.926686       12.777778     3450.000000        6.548744        1.622058        0.329751
    4.926995       12.814815     3460.000000        6.549185        1.622189        0.329751
    4.927303       12.851852     3470.000000        6.549622        1.622319        0.329751
    4.927608       12.888889     3480.000000        6.550055        1.622448        0.329751
    4.927910       12.925926     3490.000000        6.550486        1.622575        0.329751
